cdr_id,caller_phone,receiver_phone,timestamp,duration_seconds,tower_location,case_id
CDR013986,6501343390,9585861888,2024-02-01 05:19:16,1746,Hyderabad Market 131,CASE0175
CDR013987,6029771150,6616824979,2023-11-29 08:13:28,179,Nagpur Hub 118,CASE0146
CDR013988,7176619128,6365055191,2025-05-10 09:39:28,1501,Chandigarh Hub 74,CASE0132
CDR013989,7697182360,7767742393,2024-05-16 11:41:57,417,Visakhapatnam Hub 38,CASE0212
CDR013990,7406527758,6753841852,2024-12-19 13:48:16,464,Pune Colony 59,CASE0132
CDR013991,9803586901,6189547382,2024-04-24 07:23:48,792,Ranchi Plaza 100,CASE0235
CDR013992,9643493941,7026656862,2023-04-04 02:00:41,1481,Patna Colony 77,CASE0177
CDR013993,7949307417,9567981302,2024-08-11 16:32:00,1284,Lucknow Colony 149,CASE0140
CDR013994,6223288377,8107409131,2024-07-05 18:53:27,1502,Delhi Park 47,CASE0135
CDR013995,9461497459,8439468963,2025-10-20 02:32:07,995,Hyderabad Tower 10,CASE0002
CDR013996,8417609093,6904886607,2025-10-26 23:37:57,1389,Chennai Plaza 139,CASE0022
CDR013997,7831800366,6323812817,2024-12-11 06:24:42,953,Mumbai Plaza 27,CASE0162
CDR013998,9865339431,9581739063,2025-12-04 01:34:38,1737,Visakhapatnam Junction 21,CASE0231
CDR013999,6703037637,6968730451,2024-03-11 03:51:36,1510,Visakhapatnam Junction 21,CASE0082
CDR014000,7505349419,6456244622,2025-01-31 02:52:11,938,Jaipur Plaza 78,CASE0053
CDR014001,6179720385,7781105703,2024-09-15 10:34:43,1239,Pune Junction 125,CASE0215
CDR014002,6245531290,7151494097,2023-10-29 06:11:29,1095,Delhi Junction 8,CASE0139
CDR014003,7839571646,6781117196,2025-10-18 05:00:50,731,Kolkata Park 15,CASE0060
CDR014004,9095470060,6828523329,2024-04-27 10:05:57,550,Indore Market 83,CASE0125
CDR014005,8225296444,7362669335,2024-01-08 21:22:39,731,Chennai Colony 153,CASE0132
CDR014006,6392213170,6817262829,2024-07-08 18:43:50,1594,Kolkata Park 15,CASE0040
CDR014007,8725459606,9408585883,2025-10-19 11:47:00,991,Indore Hub 63,CASE0092
CDR014008,9548534655,7335174656,2025-03-31 20:59:39,491,Nagpur Market 32,CASE0003
CDR014009,7965561927,6539022624,2025-08-30 23:12:23,127,Chennai Park 96,CASE0091
CDR014010,9334272038,7415536915,2024-09-09 03:40:16,1054,Delhi Hub 3,CASE0144
CDR014011,8039439884,8964549595,2024-01-21 11:01:04,46,Mumbai Hub 55,CASE0004
CDR014012,7779398012,7049106018,2024-10-11 11:13:19,1439,Bhopal Hub 64,CASE0113
CDR014013,7406527758,8359892625,2024-06-06 07:28:00,811,Visakhapatnam Junction 110,CASE0061
CDR014014,9634533722,8738010124,2024-03-25 18:33:56,232,Visakhapatnam Colony 6,CASE0122
CDR014015,8103469967,9163421254,2025-10-04 02:57:30,717,Visakhapatnam Tower 14,CASE0207
CDR014016,7697182360,9039886365,2023-12-09 03:12:12,329,Visakhapatnam Junction 21,CASE0077
CDR014017,7567262084,7773129734,2025-09-09 03:25:47,1342,Mumbai Junction 88,CASE0089
CDR014018,9861114576,6651064070,2023-11-30 02:04:33,1545,Ranchi Colony 90,CASE0117
CDR014019,8425892225,7034030109,2025-10-15 15:21:55,1693,Ahmedabad Plaza 33,CASE0052
CDR014020,9973982455,6186774037,2024-03-14 17:47:56,994,Jaipur Colony 114,CASE0191
CDR014021,9355877452,7153926693,2024-05-05 16:01:20,691,Guwahati Park 61,CASE0191
CDR014022,7241832527,9205171073,2024-12-25 22:40:44,626,Ranchi Colony 111,CASE0044
CDR014023,8569644309,9053026184,2023-02-21 06:27:59,591,Kolkata Tower 75,CASE0057
CDR014024,8841484601,6359266486,2025-02-13 00:00:10,778,Lucknow Park 19,CASE0183
CDR014025,6851846689,6330734533,2024-05-10 17:23:22,621,Kolkata Park 15,CASE0085
CDR014026,7389147852,9604432400,2024-12-11 16:29:35,1102,Lucknow Park 94,CASE0101
CDR014027,6332528613,6242114086,2023-03-15 01:52:21,373,Guwahati Junction 159,CASE0093
CDR014028,9019919848,7215285067,2024-07-05 07:37:30,694,Delhi Colony 133,CASE0080
CDR014029,9601385500,7048527758,2024-08-22 02:41:16,195,Chennai Plaza 139,CASE0039
CDR014030,7351025550,6823155516,2024-03-28 08:14:33,54,Surat Plaza 122,CASE0006
CDR014031,8149003850,8060958062,2024-12-10 21:29:05,275,Guwahati Park 61,CASE0068
CDR014032,9485953259,6693476912,2023-06-13 05:11:13,1373,Patna Market 4,CASE0216
CDR014033,9158029090,8107402740,2023-08-04 21:04:05,1174,Guwahati Colony 11,CASE0211
CDR014034,8503754807,9006448854,2024-10-04 05:15:04,1536,Chandigarh Junction 44,CASE0015
CDR014035,7744417234,6379561007,2024-10-18 16:21:28,1329,Nagpur Tower 130,CASE0183
CDR014036,7686270369,6348042479,2023-06-20 20:17:36,850,Indore Market 23,CASE0074
CDR014037,9643493941,8326949684,2024-12-13 00:06:42,672,Surat Park 62,CASE0017
CDR014038,9456522036,8790012482,2023-02-17 15:18:32,364,Hyderabad Hub 12,CASE0063
CDR014039,9470531105,6018513279,2024-09-18 07:46:43,26,Pune Junction 25,CASE0234
CDR014040,6332528613,8202389743,2024-03-12 07:18:23,702,Chandigarh Plaza 89,CASE0198
CDR014041,7224711936,7398983065,2025-01-14 02:48:15,1101,Chennai Colony 69,CASE0174
CDR014042,9794907869,8016276292,2025-06-28 19:58:16,938,Nagpur Hub 118,CASE0176
CDR014043,6073095055,9978999514,2025-02-04 16:55:27,1346,Kochi Park 121,CASE0075
CDR014044,7496551564,6592094101,2023-05-19 12:42:07,1123,Hyderabad Park 81,CASE0015
CDR014045,6115703475,7654696815,2023-05-16 21:29:00,937,Kochi Park 115,CASE0064
CDR014046,9876401918,6015944633,2025-06-20 13:21:25,1208,Chennai Tower 24,CASE0059
CDR014047,7248709872,9552391703,2024-10-03 18:33:11,1157,Kochi Park 115,CASE0044
CDR014048,7452734666,9778231299,2024-08-26 00:15:15,732,Guwahati Colony 11,CASE0075
CDR014049,7317087601,7622117327,2023-11-17 16:07:11,44,Mumbai Park 41,CASE0007
CDR014050,9158029090,8136738052,2025-08-31 01:08:04,1773,Nagpur Plaza 106,CASE0203
CDR014051,9014262037,7140352635,2024-05-25 17:26:18,11,Jaipur Plaza 78,CASE0107
CDR014052,8885766947,6830242646,2023-09-12 23:10:36,606,Chandigarh Market 54,CASE0057
CDR014053,9445475231,6901380698,2023-07-11 00:35:42,183,Delhi Park 47,CASE0101
CDR014054,7831800366,7689600834,2025-09-01 18:32:57,652,Delhi Park 47,CASE0111
CDR014055,7448500728,7581476212,2023-04-22 21:33:19,817,Hyderabad Plaza 102,CASE0073
CDR014056,8617192817,8600762282,2023-02-23 05:55:32,1480,Jaipur Market 31,CASE0163
CDR014057,7025999193,9283512959,2023-12-04 15:50:11,507,Lucknow Park 79,CASE0022
CDR014058,8931539839,7615487201,2024-07-08 00:40:52,1646,Ranchi Plaza 100,CASE0236
CDR014059,6627963651,7045735323,2024-05-25 05:58:11,1196,Ranchi Junction 140,CASE0198
CDR014060,8259959961,8651887114,2024-12-12 06:45:16,798,Guwahati Park 61,CASE0026
CDR014061,7632786807,7310672453,2024-10-01 17:01:17,592,Delhi Market 141,CASE0236
CDR014062,6096242657,7283056446,2024-01-16 06:12:22,443,Hyderabad Park 7,CASE0219
CDR014063,8623920908,6163185200,2024-07-10 15:39:51,239,Hyderabad Junction 86,CASE0044
CDR014064,6223288377,9330833444,2023-01-21 16:14:46,1143,Lucknow Colony 87,CASE0124
CDR014065,6423552833,7969142200,2025-03-15 21:18:01,61,Indore Market 23,CASE0139
CDR014066,7101818896,6290871827,2025-05-07 17:20:32,175,Nagpur Junction 116,CASE0158
CDR014067,7927120539,6488789950,2023-03-01 00:40:14,23,Patna Hub 91,CASE0027
CDR014068,6337469833,9483173066,2024-10-09 20:00:52,1085,Indore Tower 39,CASE0152
CDR014069,9499799052,9592024617,2025-12-11 11:21:32,1755,Lucknow Park 79,CASE0219
CDR014070,9470531105,6152610537,2024-03-05 15:53:49,1410,Delhi Junction 46,CASE0032
CDR014071,7916867088,7467391900,2024-06-23 17:44:37,1203,Hyderabad Market 131,CASE0231
CDR014072,8841484601,7841772256,2023-02-10 07:13:58,1208,Visakhapatnam Hub 38,CASE0205
CDR014073,6696904528,8642570680,2025-04-20 16:47:04,1760,Kolkata Park 18,CASE0116
CDR014074,9993781053,7485484203,2025-10-11 23:50:26,1459,Lucknow Park 94,CASE0221
CDR014075,8931539839,6748113176,2025-09-02 17:18:49,1764,Visakhapatnam Tower 124,CASE0040
CDR014076,7252160252,6451341700,2023-06-04 05:04:00,295,Pune Tower 71,CASE0222
CDR014077,8623920908,7300716950,2023-10-16 03:18:54,472,Kolkata Park 18,CASE0056
CDR014078,7248709872,6866656224,2024-02-04 21:09:12,1386,Kolkata Hub 143,CASE0205
CDR014079,7697182360,8528669335,2025-10-03 19:37:13,1408,Ahmedabad Plaza 35,CASE0142
CDR014080,7567262084,8684997707,2025-05-18 01:13:01,1207,Nagpur Colony 80,CASE0203
CDR014081,9861031310,7076810248,2025-02-07 01:04:01,1031,Visakhapatnam Junction 21,CASE0133
CDR014082,7939578654,6360622901,2025-11-30 21:40:41,360,Indore Market 83,CASE0098
CDR014083,6038524276,9365118939,2023-05-04 08:24:14,1664,Indore Market 23,CASE0115
CDR014084,6546602416,6457972518,2025-08-19 23:27:28,750,Indore Market 23,CASE0211
CDR014085,9710740433,8842262300,2024-04-23 19:19:13,1646,Bengaluru Market 43,CASE0137
CDR014086,7632786807,6375658963,2025-02-14 23:37:00,1079,Nagpur Market 32,CASE0006
CDR014087,6360785483,9044307324,2024-04-06 08:15:13,208,Lucknow Park 19,CASE0004
CDR014088,7189672012,9489971842,2025-03-18 12:25:01,507,Surat Hub 154,CASE0001
CDR014089,9264320586,6749921640,2023-08-02 23:11:39,341,Hyderabad Market 131,CASE0013
CDR014090,7722593103,8036640163,2023-10-03 14:42:01,1691,Hyderabad Park 81,CASE0203
CDR014091,7844234719,6411287452,2024-11-16 13:02:10,1551,Mumbai Hub 138,CASE0195
CDR014092,7122355216,9519102312,2023-06-06 23:05:23,801,Lucknow Park 79,CASE0063
CDR014093,6029161746,9093391369,2023-02-05 13:01:06,1716,Kochi Tower 144,CASE0145
CDR014094,9386400672,6125608320,2024-07-03 02:00:33,1501,Delhi Market 141,CASE0149
CDR014095,7965561927,6676183762,2024-07-28 16:52:21,668,Kolkata Park 15,CASE0059
CDR014096,9021704701,8285725629,2024-10-21 13:02:50,99,Lucknow Park 79,CASE0176
CDR014097,9643493941,9787358566,2025-03-13 11:40:10,18,Patna Market 70,CASE0096
CDR014098,8637114294,8973449305,2024-12-16 04:36:10,1206,Lucknow Park 19,CASE0024
CDR014099,8617192817,8034236220,2023-01-07 06:34:56,63,Guwahati Hub 129,CASE0169
CDR014100,8103469967,8312344358,2023-04-25 00:52:24,761,Lucknow Park 79,CASE0043
CDR014101,9021704701,9154176604,2025-01-15 02:05:34,1008,Surat Tower 108,CASE0083
CDR014102,7216908875,7221905334,2024-09-29 05:06:38,1585,Bhopal Hub 113,CASE0207
CDR014103,7697182360,9804918727,2023-03-10 07:48:30,670,Patna Hub 91,CASE0232
CDR014104,8569644309,7168335766,2025-04-17 10:47:18,1494,Lucknow Junction 137,CASE0236
CDR014105,9485953259,6588144582,2025-10-09 10:55:48,250,Lucknow Junction 137,CASE0009
CDR014106,8064531579,8514754102,2024-10-10 09:29:59,1080,Kochi Park 115,CASE0137
CDR014107,9480164403,7831995298,2024-06-09 14:45:10,613,Guwahati Park 158,CASE0208
CDR014108,9876401918,7560199916,2025-07-15 05:31:55,397,Visakhapatnam Hub 38,CASE0233
CDR014109,9036562036,7984167347,2025-05-15 02:39:10,1622,Surat Market 150,CASE0004
CDR014110,9302732285,8168939276,2023-11-23 23:35:11,1166,Mumbai Hub 76,CASE0232
CDR014111,8039439884,9788892210,2025-06-12 05:01:51,175,Kochi Market 28,CASE0012
CDR014112,6078187109,8264833367,2024-05-30 20:30:03,279,Kolkata Tower 75,CASE0207
CDR014113,6749921640,7276457938,2024-11-01 00:02:34,1329,Patna Market 4,CASE0182
CDR014114,6924741117,6632503139,2023-10-29 00:41:23,487,Hyderabad Hub 12,CASE0157
CDR014115,9057836091,8976024986,2023-10-13 08:19:44,1576,Chennai Tower 24,CASE0166
CDR014116,7170695560,8864633953,2023-12-03 19:52:15,1555,Lucknow Colony 149,CASE0191
CDR014117,7122355216,8551166829,2023-10-20 21:55:07,555,Lucknow Colony 87,CASE0122
CDR014118,7766046558,9085173289,2024-08-10 20:55:21,846,Nagpur Junction 37,CASE0063
CDR014119,9893186928,6025856533,2024-05-21 14:15:12,11,Indore Hub 63,CASE0009
CDR014120,6309091538,8728617468,2024-07-26 08:29:28,791,Kolkata Park 15,CASE0217
CDR014121,6922884987,6616824979,2024-07-10 03:41:03,1323,Indore Hub 63,CASE0058
CDR014122,7407875418,7207758708,2023-02-18 08:25:15,1401,Hyderabad Park 7,CASE0172
CDR014123,9238994991,7702324412,2023-03-24 15:11:15,1378,Indore Junction 101,CASE0192
CDR014124,7224711936,7294252516,2024-06-05 11:39:41,20,Guwahati Hub 129,CASE0157
CDR014125,9182498980,9701656277,2023-03-09 23:57:47,269,Surat Hub 20,CASE0018
CDR014126,6040629118,7153926693,2023-05-05 14:38:07,1106,Delhi Junction 8,CASE0094
CDR014127,6093781460,6817262829,2024-02-04 18:33:16,1245,Indore Market 93,CASE0147
CDR014128,9548534655,8826034084,2025-09-09 03:07:18,1178,Kolkata Tower 30,CASE0039
CDR014129,7164598243,8227362732,2024-06-01 09:30:44,1636,Bhopal Junction 58,CASE0115
CDR014130,7369149611,8420359441,2025-11-12 23:30:48,1655,Patna Market 4,CASE0215
CDR014131,8436436444,8488112103,2023-01-05 12:01:17,675,Patna Market 70,CASE0162
CDR014132,9425972055,6286060480,2024-03-30 14:37:02,1224,Visakhapatnam Market 84,CASE0179
CDR014133,9893186928,6539022624,2025-11-14 13:57:34,787,Bhopal Hub 113,CASE0227
CDR014134,9591922671,9408585883,2025-03-30 01:29:12,67,Lucknow Park 94,CASE0222
CDR014135,9005595501,6870894107,2023-06-22 04:20:21,1051,Hyderabad Junction 86,CASE0131
CDR014136,8617192817,9419106166,2023-11-13 05:10:51,1048,Chennai Plaza 139,CASE0075
CDR014137,9158029090,7189452395,2024-12-16 07:16:48,1370,Indore Hub 63,CASE0184
CDR014138,8332227393,9543089523,2024-03-24 17:07:10,1687,Nagpur Junction 51,CASE0042
CDR014139,9314976461,9778481652,2025-08-10 03:05:58,1136,Nagpur Hub 118,CASE0226
CDR014140,6237106728,8408895930,2025-03-09 11:19:24,825,Surat Market 150,CASE0143
CDR014141,6824560943,7693032645,2023-02-10 14:27:01,991,Jaipur Plaza 78,CASE0142
CDR014142,6237106728,8437766183,2024-07-09 12:17:04,370,Surat Plaza 40,CASE0118
CDR014143,7567262084,8079923045,2024-08-07 00:38:31,973,Patna Hub 91,CASE0035
CDR014144,6924741117,6332528613,2023-10-27 19:42:21,1552,Patna Colony 77,CASE0073
CDR014145,9710740433,8559484967,2024-01-22 04:24:01,757,Patna Colony 77,CASE0061
CDR014146,6685389097,6426430297,2023-02-22 21:39:50,1046,Guwahati Plaza 92,CASE0043
CDR014147,6824560943,9500030566,2024-10-31 18:08:45,597,Surat Tower 108,CASE0171
CDR014148,8572616949,7353277376,2025-12-16 07:58:44,1543,Guwahati Plaza 92,CASE0210
CDR014149,9585126861,9988290457,2024-07-07 08:49:06,471,Jaipur Plaza 78,CASE0133
CDR014150,7762974549,9955593558,2023-03-23 13:05:31,579,Hyderabad Colony 145,CASE0112
CDR014151,6943882211,9609314181,2025-02-10 11:32:48,1562,Indore Tower 146,CASE0193
CDR014152,8712705877,6330734533,2024-11-22 17:10:39,489,Nagpur Colony 80,CASE0108
CDR014153,6286712007,6337469833,2025-07-15 12:52:30,1731,Chandigarh Hub 1,CASE0039
CDR014154,7484479365,8802989088,2024-04-08 15:55:17,735,Indore Market 136,CASE0022
CDR014155,6215632135,6308764770,2025-04-24 08:46:37,1640,Nagpur Tower 104,CASE0182
CDR014156,7693032645,7047196094,2024-09-27 11:55:39,514,Ranchi Park 95,CASE0030
CDR014157,9972092519,9014262037,2024-04-21 09:18:51,1178,Surat Park 62,CASE0084
CDR014158,7083168163,8425892225,2025-05-31 15:45:55,879,Kochi Park 115,CASE0088
CDR014159,6337469833,6283319558,2023-10-05 21:06:40,1763,Chennai Park 96,CASE0079
CDR014160,7831800366,7238794026,2025-05-31 08:57:25,137,Indore Junction 101,CASE0205
CDR014161,9734996010,6265295164,2025-05-12 22:13:43,701,Chennai Tower 134,CASE0094
CDR014162,8564343697,7179854900,2023-05-05 13:13:46,1046,Mumbai Plaza 27,CASE0040
CDR014163,8786800551,8085095493,2023-05-17 04:50:43,1014,Delhi Hub 82,CASE0181
CDR014164,6501343390,8523158286,2023-02-24 20:49:51,1224,Surat Plaza 156,CASE0165
CDR014165,7452734666,6761239612,2025-11-18 16:03:39,664,Indore Hub 2,CASE0042
CDR014166,6237106728,9007461433,2025-07-12 06:04:03,28,Hyderabad Park 81,CASE0009
CDR014167,9392836929,6105014764,2023-02-19 19:43:06,1007,Ahmedabad Plaza 35,CASE0196
CDR014168,9373114933,8822828018,2023-02-15 02:42:11,103,Visakhapatnam Tower 124,CASE0044
CDR014169,6483648116,8668448237,2023-02-08 11:32:49,1432,Hyderabad Plaza 102,CASE0096
CDR014170,8883978570,6608277056,2023-08-10 03:22:01,1733,Ranchi Colony 90,CASE0076
CDR014171,9302732285,8578002443,2024-07-18 13:21:09,642,Surat Market 150,CASE0111
CDR014172,9794907869,7871355669,2024-10-15 03:20:00,780,Patna Hub 52,CASE0172
CDR014173,8822828018,6326551327,2024-09-10 06:27:59,1228,Kolkata Park 18,CASE0077
CDR014174,9126158388,9947629368,2025-12-23 04:02:08,243,Delhi Junction 46,CASE0016
CDR014175,6035659429,7932184011,2023-09-12 10:53:39,1534,Kolkata Junction 45,CASE0173
CDR014176,9794907869,8319100900,2024-11-22 11:30:55,817,Nagpur Junction 36,CASE0104
CDR014177,9730671822,6367881278,2023-07-31 18:47:42,1618,Indore Tower 39,CASE0006
CDR014178,7422856283,8312344358,2025-12-07 13:27:34,1640,Chennai Hub 5,CASE0211
CDR014179,6026015153,6990516991,2023-08-04 01:52:31,374,Lucknow Park 79,CASE0046
CDR014180,6566588339,8888237254,2025-11-04 13:41:17,699,Ranchi Junction 140,CASE0191
CDR014181,6423573189,9272816733,2024-03-06 21:57:03,463,Ahmedabad Plaza 35,CASE0107
CDR014182,6093781460,8365240553,2023-11-25 21:54:42,1148,Nagpur Tower 130,CASE0069
CDR014183,7351025550,6975466176,2023-09-06 07:33:30,1246,Lucknow Colony 87,CASE0058
CDR014184,8055934296,7650032990,2025-11-03 05:16:26,462,Nagpur Tower 104,CASE0131
CDR014185,6360785483,9879303028,2024-01-20 02:33:04,128,Nagpur Junction 116,CASE0113
CDR014186,7766046558,6620036385,2025-11-13 06:38:24,918,Ranchi Plaza 100,CASE0135
CDR014187,8408895930,7665380274,2023-03-17 16:14:19,1249,Kolkata Plaza 119,CASE0165
CDR014188,6375658963,8508917768,2025-02-02 04:02:43,1555,Visakhapatnam Market 50,CASE0208
CDR014189,8194785501,9548855875,2023-01-05 20:27:43,461,Lucknow Park 79,CASE0008
CDR014190,9022939469,8605867949,2025-07-28 12:30:17,1160,Pune Junction 25,CASE0012
CDR014191,6360785483,7016301597,2024-12-20 06:33:09,733,Kolkata Park 18,CASE0214
CDR014192,7121980418,6433952753,2023-03-18 18:18:46,7,Hyderabad Tower 10,CASE0230
CDR014193,9480164403,8531325936,2025-07-24 12:12:46,302,Chennai Colony 69,CASE0201
CDR014194,9422971252,7550213060,2024-12-16 16:51:36,1756,Indore Market 135,CASE0205
CDR014195,8623920908,6620036385,2025-04-14 01:53:15,720,Guwahati Plaza 57,CASE0059
CDR014196,6431927976,9083868889,2023-09-04 01:37:05,1720,Nagpur Hub 103,CASE0148
CDR014197,7484479365,7290162047,2025-04-07 07:09:12,1501,Hyderabad Tower 85,CASE0190
CDR014198,6476921053,9294209548,2024-09-20 21:03:49,1466,Indore Market 93,CASE0198
CDR014199,8503754807,7265097753,2023-04-13 17:13:38,1326,Visakhapatnam Colony 72,CASE0039
CDR014200,7407875418,7199255027,2025-06-18 06:36:28,1524,Surat Plaza 122,CASE0014
CDR014201,9005595501,8098366552,2024-07-04 02:33:53,1607,Surat Hub 20,CASE0108
CDR014202,8916795410,7821781923,2025-11-12 14:52:59,1019,Indore Junction 101,CASE0060
CDR014203,6546602416,9585861888,2025-09-22 14:47:29,1122,Surat Market 150,CASE0002
CDR014204,7654358841,7650032990,2024-07-04 00:36:27,1058,Visakhapatnam Junction 110,CASE0116
CDR014205,9552391703,8857491106,2025-06-24 13:31:13,407,Delhi Park 47,CASE0111
CDR014206,7223023332,7140982127,2023-05-11 03:48:13,263,Indore Tower 39,CASE0142
CDR014207,9468677524,6528733978,2025-05-02 05:38:36,1042,Ranchi Park 95,CASE0029
CDR014208,8332227393,9773126881,2024-12-24 22:15:59,1340,Surat Park 155,CASE0122
CDR014209,7557077312,9003276280,2025-02-09 13:46:19,1721,Visakhapatnam Junction 21,CASE0237
CDR014210,9092019918,7192276075,2023-06-17 00:29:44,1453,Delhi Junction 147,CASE0041
CDR014211,6237106728,7415712763,2025-07-26 00:32:21,1716,Chennai Tower 134,CASE0221
CDR014212,6672007843,9534606056,2023-01-26 11:54:32,80,Kolkata Junction 45,CASE0065
CDR014213,6337469833,7599167640,2023-07-08 04:27:50,62,Bengaluru Tower 105,CASE0222
CDR014214,6179720385,7915231336,2024-03-15 12:15:53,639,Indore Market 23,CASE0177
CDR014215,7317087601,8596905150,2023-04-18 12:40:08,255,Chennai Colony 48,CASE0035
CDR014216,8973449305,6380351489,2025-01-09 19:25:00,1101,Kolkata Colony 127,CASE0140
CDR014217,8926932657,7091401693,2023-10-16 04:23:05,1322,Ranchi Colony 111,CASE0003
CDR014218,6773454757,8670867009,2025-03-06 22:27:25,1298,Lucknow Colony 149,CASE0176
CDR014219,6548473857,8883565179,2024-03-11 11:14:20,1232,Ahmedabad Plaza 35,CASE0177
CDR014220,6608277056,7276457938,2023-06-07 10:54:51,446,Indore Market 136,CASE0006
CDR014221,8156082137,6105014764,2025-03-29 20:31:24,164,Indore Hub 63,CASE0073
CDR014222,8039439884,8135694804,2024-12-03 15:40:27,939,Delhi Junction 46,CASE0001
CDR014223,7252160252,7625366677,2025-03-21 04:35:36,328,Chennai Colony 69,CASE0159
CDR014224,9552977601,8596094544,2025-04-15 11:13:38,165,Bengaluru Tower 105,CASE0004
CDR014225,9794907869,9431678598,2023-10-10 14:55:51,1474,Pune Junction 25,CASE0005
CDR014226,7083168163,6167726960,2023-03-04 02:37:52,365,Visakhapatnam Tower 124,CASE0225
CDR014227,6696904528,7550213060,2023-03-26 00:21:05,1616,Pune Junction 125,CASE0099
CDR014228,6360785483,8971103847,2025-07-29 14:44:18,229,Visakhapatnam Junction 110,CASE0220
CDR014229,8536291714,6193335937,2024-03-04 04:11:16,956,Mumbai Hub 76,CASE0186
CDR014230,8133373125,6218167932,2025-04-08 14:40:40,293,Mumbai Hub 138,CASE0081
CDR014231,6496026676,8227362732,2025-01-26 18:17:05,1181,Chennai Colony 48,CASE0027
CDR014232,7599167640,6898106173,2023-01-23 13:37:28,1053,Kolkata Park 18,CASE0006
CDR014233,6093781460,9240964966,2024-12-04 01:41:56,1238,Kochi Park 115,CASE0067
CDR014234,6367500942,7531106092,2025-01-12 23:41:56,1094,Patna Hub 91,CASE0083
CDR014235,7557077312,6297102481,2025-01-03 16:01:05,1123,Ranchi Colony 90,CASE0214
CDR014236,9095470060,8494116318,2024-06-06 03:13:22,971,Lucknow Park 53,CASE0162
CDR014237,6608277056,6693429291,2025-03-28 13:34:05,499,Pune Tower 71,CASE0048
CDR014238,9445475231,9548855875,2024-04-04 09:05:33,1130,Chennai Colony 69,CASE0061
CDR014239,8503754807,9857109338,2023-04-17 09:11:31,362,Indore Tower 146,CASE0096
CDR014240,7391218706,6286060480,2025-07-30 08:44:19,1062,Pune Junction 125,CASE0108
CDR014241,7273524103,9865619425,2025-08-16 21:37:44,526,Patna Hub 52,CASE0082
CDR014242,6035659429,6297102481,2024-11-05 01:58:20,204,Chandigarh Plaza 89,CASE0063
CDR014243,7821781923,9535821072,2024-12-30 17:11:36,1155,Visakhapatnam Junction 34,CASE0171
CDR014244,9085173289,6627963651,2025-10-06 22:09:20,25,Hyderabad Tower 10,CASE0164
CDR014245,9052774025,8622719260,2025-05-15 03:45:25,17,Patna Market 4,CASE0144
CDR014246,9730671822,8736015791,2024-06-16 06:42:09,1594,Jaipur Market 31,CASE0181
CDR014247,9019919848,6073565826,2024-07-01 05:41:26,750,Bengaluru Tower 105,CASE0124
CDR014248,7819022179,7312223954,2023-04-17 06:07:27,1711,Kolkata Colony 127,CASE0057
CDR014249,7241832527,9568415463,2023-01-15 14:26:48,98,Lucknow Park 53,CASE0226
CDR014250,6476921053,8227362732,2023-07-12 22:15:55,488,Kochi Tower 144,CASE0061
CDR014251,8725459606,8130078867,2025-08-22 14:41:45,77,Nagpur Junction 36,CASE0221
CDR014252,7375229648,9157276829,2025-07-29 07:27:24,1526,Visakhapatnam Tower 14,CASE0158
CDR014253,7275854859,7309235654,2023-11-22 21:53:13,417,Lucknow Park 79,CASE0092
CDR014254,7505349419,7414651113,2025-05-02 22:07:50,692,Indore Market 23,CASE0121
CDR014255,6477425859,6152302999,2024-07-24 04:57:05,587,Indore Market 83,CASE0234
CDR014256,8376601444,8295961111,2024-04-07 11:35:07,927,Chennai Tower 134,CASE0069
CDR014257,6548473857,7413351390,2025-11-23 21:06:29,927,Guwahati Plaza 152,CASE0033
CDR014258,8738010124,9955593558,2023-12-16 14:51:28,726,Ranchi Plaza 100,CASE0065
CDR014259,7744417234,7062604235,2025-02-07 10:33:35,106,Visakhapatnam Colony 6,CASE0046
CDR014260,9794907869,6693429291,2025-09-01 11:48:02,1115,Kochi Tower 144,CASE0161
CDR014261,7802188930,8167812778,2025-03-26 00:39:23,990,Visakhapatnam Tower 124,CASE0225
CDR014262,6476921053,9262942066,2025-08-04 05:33:09,727,Chandigarh Market 54,CASE0095
CDR014263,8780378912,7493797900,2025-03-30 08:31:36,870,Pune Junction 25,CASE0003
CDR014264,8916795410,8787036860,2024-01-13 07:32:29,1500,Indore Hub 63,CASE0013
CDR014265,6423552833,8707986321,2023-12-11 00:41:22,241,Kochi Tower 144,CASE0091
CDR014266,9085173289,7095790737,2023-05-25 18:50:53,1791,Kolkata Junction 45,CASE0206
CDR014267,6426430297,7285011688,2024-03-23 08:57:41,1265,Lucknow Plaza 142,CASE0014
CDR014268,6472660235,7056906744,2023-05-12 01:14:37,377,Ahmedabad Plaza 33,CASE0140
CDR014269,6029161746,6220175454,2024-11-12 23:50:27,1127,Hyderabad Tower 10,CASE0140
CDR014270,6119622723,7778816093,2025-02-13 08:46:05,643,Visakhapatnam Junction 21,CASE0038
CDR014271,8365515848,6809261662,2025-02-13 22:47:41,892,Pune Colony 59,CASE0110
CDR014272,7766997681,8210637817,2023-04-02 02:59:13,1020,Indore Hub 63,CASE0195
CDR014273,6922884987,8231568234,2024-08-23 19:15:40,1688,Indore Market 136,CASE0178
CDR014274,7241832527,8412907596,2024-07-08 21:35:59,1678,Kochi Park 121,CASE0006
CDR014275,8494158744,9583483483,2023-03-17 23:43:41,357,Pune Colony 59,CASE0063
