phone_id,phone_number,person_id
PH00999,9200283948,P00328
PH01000,7220414474,P00247
PH01001,7811659930,P01307
PH01002,6203042322,P01343
PH01003,9521353028,P01432
PH01004,8064630059,P00184
PH01005,9775691983,P00452
PH01006,6029161746,P00256
PH01007,6298310438,P01726
PH01008,6966229131,P01639
PH01009,6805685667,P00828
PH01010,6636219865,P01905
PH01011,8944407663,P00714
PH01012,7396504962,P01367
PH01013,7262611424,P00896
PH01014,9258542188,P00429
PH01015,6879919623,P01270
PH01016,6996433853,P01443
PH01017,8725058333,P01769
PH01018,7031158760,P00510
PH01019,8576947576,P00737
PH01020,8535365974,P01174
PH01021,9163421254,P00773
PH01022,6959481526,P00730
PH01023,8596647213,P01192
PH01024,8235914261,P00028
PH01025,8048933261,P01861
PH01026,8430796373,P00591
PH01027,6081785221,P00202
PH01028,9184523542,P00159
PH01029,9447017320,P00857
PH01030,9523777296,P01380
PH01031,8633701400,P00785
PH01032,8278105580,P01844
PH01033,7722142573,P00071
PH01034,6943913681,P00230
PH01035,7031369552,P00980
PH01036,9209297352,P01032
PH01037,8332227393,P01437
PH01038,7045735323,P01780
PH01039,6850761087,P00836
PH01040,7697182360,P00089
PH01041,9126158388,P00192
PH01042,7176484673,P01263
PH01043,8223322280,P00638
PH01044,8425892225,P01267
PH01045,9295350637,P00796
PH01046,7118046741,P01724
PH01047,6753841852,P01651
PH01048,6362608463,P00028
PH01049,9561547055,P01141
PH01050,6215164119,P00492
PH01051,8564091969,P01525
PH01052,8787520702,P01969
PH01053,7620197121,P00038
PH01054,6393696789,P00292
PH01055,9098731267,P01292
PH01056,7192276075,P01780
PH01057,9865339431,P01386
PH01058,9543089523,P01206
PH01059,6219150576,P00241
PH01060,8974700026,P00536
PH01061,9644867649,P01934
PH01062,9416365604,P00884
PH01063,6063553730,P01710
PH01064,9496927711,P01178
PH01065,8296353059,P01761
PH01066,6255128276,P00922
PH01067,9431594898,P01346
PH01068,8965466345,P01676
PH01069,8344149169,P01503
PH01070,7934497439,P01850
PH01071,9408822309,P01757
PH01072,9297398894,P00647
PH01073,7109720217,P00194
PH01074,9548534655,P01517
PH01075,7203004496,P00934
PH01076,9129390025,P01693
PH01077,6375658963,P00207
PH01078,8708619931,P00652
PH01079,8843456631,P00511
PH01080,8034236220,P00144
PH01081,7474246310,P01710
PH01082,9968680085,P00591
PH01083,7946902177,P01420
PH01084,6743043502,P01773
PH01085,8022894665,P00449
PH01086,8233282930,P00355
PH01087,7569133030,P00264
PH01088,8677116750,P00433
PH01089,9279955302,P00865
PH01090,8301239847,P00546
PH01091,6342028471,P00334
PH01092,6172224050,P01889
PH01093,9487177546,P00866
PH01094,7406583872,P00205
PH01095,9258122590,P01569
PH01096,8668448237,P01598
PH01097,7791212110,P00487
PH01098,9803586901,P00229
PH01099,6740392519,P00898
PH01100,8529517122,P01942
PH01101,9643387220,P00277
PH01102,8221626549,P00712
PH01103,9330833444,P01752
PH01104,6488789950,P00873
PH01105,6205968519,P00533
PH01106,8377492663,P01524
PH01107,8634277752,P00314
PH01108,8920616581,P00315
PH01109,7059229411,P00276
PH01110,9302955963,P00634
PH01111,9262942066,P00861
PH01112,8980851331,P00152
PH01113,6049832112,P00441
PH01114,6215481582,P01698
PH01115,9876401918,P01736
PH01116,6644200629,P00643
PH01117,9787358566,P01850
PH01118,9419623421,P00552
PH01119,9221320410,P01220
PH01120,8831478911,P00558
PH01121,9269999498,P00931
PH01122,7831800366,P00190
PH01123,7000532853,P00806
PH01124,7105052438,P01087
PH01125,6582692990,P01791
PH01126,9862763328,P00118
PH01127,7896337618,P01987
PH01128,6862671368,P00664
PH01129,6013282339,P00597
PH01130,7527918750,P00298
PH01131,9761065920,P00798
PH01132,6431927976,P01267
PH01133,6596983845,P00225
PH01134,7026656862,P01318
PH01135,8912573498,P01222
PH01136,7553946074,P01185
PH01137,6747296694,P01767
PH01138,9996708089,P00125
PH01139,9485994641,P00905
PH01140,7984167347,P01904
PH01141,8369881649,P01034
PH01142,8450928605,P01065
PH01143,6026270664,P01927
PH01144,6082484581,P01105
PH01145,6889830574,P01533
PH01146,7997418563,P01331
PH01147,9500030566,P00031
PH01148,8305641849,P00199
PH01149,9846790870,P00378
PH01150,9260013651,P01304
PH01151,8444299067,P00093
PH01152,8686524062,P00540
PH01153,7155996725,P01567
PH01154,7221905334,P01860
PH01155,6474764845,P00866
PH01156,7965213835,P00736
PH01157,6245531290,P00014
PH01158,7622117327,P00008
PH01159,9488395855,P00981
PH01160,7294252516,P01108
PH01161,8759171050,P00223
PH01162,6549147744,P01055
PH01163,8352478417,P00932
PH01164,8973449305,P00229
PH01165,6331836113,P00454
PH01166,7608788281,P00468
PH01167,7787304862,P00697
PH01168,6521746535,P00620
PH01169,9801891567,P01452
PH01170,8671776296,P00370
PH01171,6433629994,P01178
PH01172,9450999900,P01772
PH01173,8739083521,P00215
PH01174,9844246488,P01406
PH01175,9957285759,P00583
PH01176,7819022179,P00690
PH01177,6248839717,P00917
PH01178,8984451436,P00030
PH01179,7868112303,P00984
PH01180,8681193978,P01052
PH01181,8900992177,P00160
PH01182,8528669335,P01152
PH01183,8880705326,P00177
PH01184,6193910382,P00042
PH01185,9425513609,P01701
PH01186,8818104502,P00116
PH01187,9361587366,P00587
PH01188,9135896933,P00272
PH01189,6058561547,P00698
PH01190,6566397925,P01329
PH01191,6164369028,P00687
PH01192,9727028966,P01815
PH01193,8342816441,P00806
PH01194,9101975358,P01630
PH01195,8640510388,P01739
PH01196,9304276362,P00003
PH01197,6444718939,P01862
PH01198,7096906764,P00622
PH01199,6922884987,P01386
PH01200,8513587271,P01522
PH01201,7068811640,P00896
PH01202,7988187387,P00401
PH01203,8833364770,P00874
PH01204,6309091538,P01653
PH01205,9028262542,P01649
PH01206,8123190577,P01938
PH01207,8410079419,P00259
PH01208,8538109794,P00426
PH01209,7248709872,P00192
PH01210,8963225174,P01484
PH01211,7404326118,P01580
PH01212,6034686163,P01653
PH01213,6286720200,P00097
PH01214,7662195368,P01189
PH01215,6577950017,P01166
PH01216,8900739713,P00476
PH01217,6722113869,P01500
PH01218,9167221045,P00081
PH01219,8617192817,P01736
PH01220,9443602344,P01662
PH01221,7252160252,P01709
PH01222,8120944772,P00425
PH01223,6326551327,P00741
PH01224,9948024559,P00804
PH01225,6602119158,P01079
PH01226,6268649864,P01162
PH01227,9862376008,P00946
PH01228,8740837819,P01047
PH01229,6749921640,P00210
PH01230,7692353484,P00097
PH01231,8708213986,P01014
PH01232,9220212372,P00625
PH01233,8503300008,P01728
PH01234,7467391900,P01034
PH01235,6141600916,P01028
PH01236,7327379897,P01133
PH01237,6608548186,P01475
PH01238,8630009984,P00949
PH01239,7611371181,P01366
PH01240,8458294203,P00625
PH01241,6153534660,P01270
PH01242,9999449466,P00881
PH01243,6108240281,P00870
PH01244,7238794026,P01374
PH01245,8817452735,P00274
PH01246,7642357004,P01272
PH01247,6828518161,P00172
PH01248,8590461007,P01255
PH01249,7046600128,P01204
PH01250,7710123296,P00474
PH01251,6204850766,P00138
PH01252,7446042276,P01498
PH01253,8601915305,P01975
PH01254,7472435861,P00991
PH01255,9822512726,P00973
PH01256,6866656224,P00895
PH01257,9687849477,P01966
PH01258,7903500618,P01654
PH01259,9422354340,P00594
PH01260,9682121564,P00601
PH01261,8254920644,P01209
PH01262,6119738818,P01285
PH01263,7063435948,P00286
PH01264,7188496806,P01744
PH01265,6511021254,P00796
PH01266,8123016049,P00388
PH01267,9037218600,P01483
PH01268,6319789990,P00400
PH01269,8003471317,P00161
PH01270,9860162590,P01491
PH01271,8194785501,P01438
PH01272,9535821072,P00154
PH01273,9807279037,P01116
PH01274,9160881972,P00215
PH01275,7996477183,P00252
PH01276,7076810248,P00960
PH01277,8578002443,P00031
PH01278,7362216906,P01589
PH01279,9857467067,P01206
PH01280,8169139521,P01361
PH01281,6642610703,P00633
PH01282,6842431983,P00391
PH01283,8848130041,P01154
PH01284,6053021516,P01471
PH01285,8864633953,P00941
PH01286,6105014764,P00606
PH01287,7789615738,P01530
PH01288,6281775123,P00666
PH01289,9815542609,P01184
PH01290,7602446546,P00915
PH01291,9205171073,P01539
PH01292,9156478370,P00121
PH01293,9543802741,P00429
PH01294,8726029254,P01676
PH01295,9862728840,P01534
PH01296,9420763271,P00886
PH01297,7538676259,P01714
PH01298,9879060488,P00242
PH01299,7205534050,P01989
PH01300,7739615976,P01373
PH01301,6535670789,P01900
PH01302,9554261903,P01759
PH01303,8227362732,P01657
PH01304,7227111757,P00118
PH01305,6716204298,P00842
PH01306,8486983052,P00735
PH01307,9903922026,P01876
PH01308,6142647106,P01991
PH01309,6770316370,P01093
PH01310,6049332672,P01770
PH01311,8693172947,P00497
PH01312,7808390654,P00858
PH01313,8998519393,P00120
PH01314,7728129163,P00246
PH01315,6496026676,P00690
PH01316,7728453974,P01289
PH01317,8070886406,P01244
PH01318,8602080192,P01493
PH01319,7215439044,P01190
PH01320,6932253332,P01083
PH01321,7351025550,P00014
PH01322,7545036988,P00218
PH01323,8393332436,P01611
PH01324,9208059831,P01831
PH01325,8412907596,P00244
PH01326,7012376317,P00613
PH01327,8421062941,P00910
PH01328,9591922671,P01131
PH01329,6753626475,P01403
PH01330,9461209617,P00295
PH01331,7009928452,P01612
PH01332,7211535505,P00532
PH01333,7219143087,P00185
PH01334,9247925422,P00960
PH01335,7458192048,P01940
PH01336,6676933329,P00955
PH01337,9515902578,P01180
PH01338,9408585883,P01329
PH01339,7567262084,P01653
PH01340,7925435519,P00780
PH01341,7225018256,P00770
PH01342,8728639420,P00328
PH01343,7234149929,P00179
PH01344,6966270266,P00024
PH01345,8095632174,P00001
PH01346,6391019335,P01292
PH01347,7224711936,P01519
PH01348,6608277056,P01699
PH01349,6607626438,P00551
PH01350,8009537234,P01426
PH01351,9623133610,P00837
PH01352,8416423165,P01285
PH01353,8137277685,P00542
PH01354,9063494290,P00941
PH01355,9175518870,P01634
PH01356,9999324202,P01996
PH01357,7744417234,P00564
PH01358,8386947902,P00684
PH01359,8853626890,P00708
PH01360,9238641009,P00550
PH01361,8574216435,P00670
PH01362,6093781460,P01555
PH01363,9143788443,P00597
PH01364,9618756467,P00904
PH01365,9368154185,P00256
PH01366,6027729108,P01629
PH01367,6786043566,P00602
PH01368,6337469833,P00066
PH01369,9730671822,P00055
PH01370,9679419087,P01465
PH01371,9538590673,P01010
PH01372,7428987605,P01144
PH01373,8049221704,P01590
PH01374,9186706632,P01294
PH01375,6629073992,P01672
PH01376,6982718265,P01525
PH01377,7371708649,P01929
PH01378,9942039831,P00514
PH01379,7549014599,P01347
PH01380,9069219587,P01957
PH01381,8498243884,P00374
PH01382,7021781678,P01314
PH01383,6664315890,P01715
PH01384,8928150370,P00199
PH01385,6926407030,P00220
PH01386,6817262829,P01021
PH01387,7448500728,P01889
PH01388,8927411680,P01009
PH01389,6961276620,P00835
PH01390,7039170263,P01115
PH01391,8443596245,P01342
PH01392,9012042425,P01997
PH01393,6912375302,P00425
PH01394,8976039670,P01101
PH01395,8365240553,P00256
PH01396,9481875403,P01393
PH01397,8882159773,P01743
PH01398,8662323606,P01032
PH01399,9998649125,P00792
PH01400,9220429862,P01162
PH01401,9992066617,P00325
PH01402,9235699929,P01893
PH01403,7358768877,P01823
PH01404,7560413482,P00891
PH01405,8931539839,P00094
PH01406,7600014407,P00167
PH01407,7914304913,P01854
PH01408,6389752872,P00590
PH01409,9564224059,P00065
PH01410,7082353097,P01938
PH01411,9919489629,P01988
PH01412,6568201753,P01877
PH01413,6796618695,P01254
PH01414,7404347412,P01956
PH01415,6379561007,P00624
PH01416,7217503619,P00971
PH01417,7025999193,P01517
PH01418,7370342444,P01027
PH01419,8890476078,P01689
PH01420,7351076519,P00820
PH01421,9085173289,P00143
PH01422,8563409185,P00688
PH01423,8581157449,P01012
PH01424,8391607700,P00772
PH01425,7045418403,P00560
PH01426,7218039662,P01208
PH01427,6385886407,P01526
PH01428,6265295164,P01066
PH01429,7335623039,P01381
PH01430,8408806708,P01970
PH01431,9092019918,P01437
PH01432,8311326611,P01673
PH01433,8858052632,P00662
PH01434,6960472205,P01312
PH01435,9077454470,P00445
PH01436,7317146199,P01722
PH01437,7946766262,P00670
PH01438,9053026184,P00485
PH01439,8787036860,P00035
PH01440,6630663605,P00652
PH01441,6640989103,P00087
PH01442,6203025209,P01173
PH01443,7375979531,P00514
PH01444,7600986027,P01148
PH01445,9454492054,P00690
PH01446,8453811808,P01490
PH01447,9558344566,P00232
PH01448,7952179705,P00308
PH01449,9036162486,P01395
PH01450,6472660235,P00062
PH01451,6585015301,P01592
PH01452,6671560587,P00869
PH01453,8224413395,P01143
PH01454,8064531579,P00601
PH01455,9191898664,P00106
PH01456,9936561833,P01691
PH01457,9487680570,P01757
PH01458,7771843019,P01537
PH01459,6956733329,P00365
PH01460,7239644028,P01393
PH01461,8326769924,P01836
PH01462,9392385202,P00324
PH01463,7091401693,P00467
PH01464,7844234719,P00448
PH01465,7907551545,P01183
PH01466,9075699913,P00246
PH01467,7100643322,P01101
PH01468,9227777331,P01540
PH01469,6664707038,P00816
PH01470,7605952984,P00714
PH01471,8107402740,P00262
PH01472,9758267625,P01348
PH01473,6620036385,P01137
PH01474,9461497459,P01267
PH01475,7183997984,P00961
PH01476,6498609955,P01679
PH01477,8932664322,P00030
PH01478,8612128981,P01486
PH01479,6594853400,P01318
PH01480,7762239847,P01396
PH01481,7567871888,P00589
PH01482,7378870584,P00275
PH01483,6613495647,P00135
PH01484,8605867949,P01491
PH01485,9383097236,P01544
PH01486,6809261662,P01601
PH01487,9555786457,P00015
PH01488,9555751247,P01329
PH01489,6006875868,P00853
PH01490,8051665451,P01707
PH01491,8441899740,P00301
PH01492,7386860835,P00281
PH01493,6170363094,P01638
PH01494,8238602050,P01614
PH01495,7094134909,P01080
PH01496,6979797245,P01533
PH01497,8135694804,P01981
PH01498,6735674809,P00624
PH01499,7940598026,P00633
PH01500,8420315892,P00003
PH01501,8907342031,P00655
PH01502,9774867595,P01126
PH01503,6418648230,P01909
PH01504,7958684196,P00994
PH01505,7260586942,P00313
PH01506,9483173066,P00909
PH01507,7151817882,P00356
PH01508,7655946989,P00577
PH01509,9232723717,P01666
PH01510,6223790065,P01247
PH01511,9084779541,P01645
PH01512,9675539818,P01252
PH01513,6737815915,P01080
PH01514,6894589626,P00980
PH01515,7848876380,P01651
PH01516,6761239612,P01717
PH01517,6518812988,P00220
PH01518,6820706690,P01286
PH01519,6792372982,P01741
PH01520,7348649703,P00761
PH01521,6675789683,P01427
PH01522,7557077312,P01993
PH01523,7155505705,P01674
PH01524,6879938444,P00246
PH01525,8883114147,P00089
PH01526,6235036871,P01899
PH01527,9891097797,P00638
PH01528,7344568446,P01073
PH01529,8036640163,P01952
PH01530,8737831597,P01871
PH01531,7927318683,P00724
PH01532,7915854233,P01420
PH01533,6651854839,P00342
PH01534,9073446746,P00857
PH01535,6595841749,P00345
PH01536,6705022181,P00221
PH01537,6413447609,P00794
PH01538,7774029286,P00500
PH01539,7302650996,P00565
PH01540,7183667719,P01412
PH01541,9661025634,P01488
PH01542,6222349980,P00339
PH01543,7768367590,P00144
PH01544,9915244614,P00185
PH01545,7335174656,P00575
PH01546,7601863726,P01758
PH01547,8695592277,P00431
PH01548,8149003850,P00741
PH01549,8513444867,P01945
PH01550,7904733145,P00274
PH01551,6574932511,P00542
PH01552,9887953120,P00510
PH01553,8437766183,P00567
PH01554,8800187314,P00100
PH01555,6511436786,P00408
PH01556,6078187109,P00334
PH01557,8642570680,P01340
PH01558,9933154230,P00279
PH01559,6230286550,P00794
PH01560,7241142066,P01348
PH01561,6514599201,P00949
PH01562,9633822224,P01965
PH01563,8392220562,P00073
PH01564,6901134843,P01308
PH01565,6332528613,P00441
PH01566,8564523428,P00311
PH01567,8976024986,P00784
PH01568,8209536773,P00849
PH01569,8297356152,P00543
PH01570,9559147625,P01995
PH01571,6966414753,P01567
PH01572,8247466535,P00487
PH01573,9298532436,P00411
PH01574,7415712763,P00979
PH01575,7543468586,P01485
PH01576,6616824979,P00480
PH01577,6615381168,P01276
PH01578,9103073726,P01309
PH01579,7014896780,P00116
PH01580,7649312146,P01112
PH01581,8762542926,P01561
PH01582,8563391729,P01680
PH01583,8036948112,P01716
PH01584,9497196706,P01283
PH01585,7353910161,P01361
PH01586,6163994901,P00332
PH01587,7443767348,P00385
PH01588,8098410167,P01583
PH01589,6148116049,P01202
PH01590,6004202886,P01306
PH01591,6680199034,P01702
PH01592,7485484203,P00282
PH01593,6607917913,P00627
PH01594,9015711713,P01834
PH01595,6940247028,P01750
PH01596,6411287452,P01111
PH01597,6936785764,P01812
PH01598,7913810749,P01715
PH01599,9194232154,P01940
PH01600,6315350696,P01750
PH01601,7616845525,P01929
PH01602,9410254717,P00343
PH01603,8885669489,P01167
PH01604,7005195675,P01963
PH01605,9355842271,P01874
PH01606,9625650460,P00901
PH01607,6144130686,P00941
PH01608,8087100668,P01717
PH01609,8172820762,P01199
PH01610,6152232822,P00379
PH01611,7408475283,P00341
PH01612,8004108479,P00706
PH01613,7511350535,P01598
PH01614,9228920641,P01932
PH01615,8780978302,P01278
PH01616,6104194534,P01847
PH01617,8281447867,P00154
PH01618,7802188930,P00564
PH01619,8780378912,P00759
PH01620,9436990558,P00191
PH01621,8759940842,P00635
PH01622,6696904528,P01150
PH01623,9061065673,P01214
PH01624,8570165276,P00458
PH01625,7681498025,P00184
PH01626,6843769929,P00434
PH01627,8447725084,P01694
PH01628,7242348004,P01348
PH01629,7415536915,P00161
PH01630,8749062796,P01067
PH01631,8257033329,P00031
PH01632,8523158286,P01583
PH01633,8029662991,P00446
PH01634,6742922041,P00872
PH01635,7153926693,P00800
PH01636,6632503139,P00939
PH01637,6485022061,P00308
PH01638,6193335937,P01340
PH01639,6900002956,P01208
PH01640,7256471855,P00193
PH01641,8079923045,P01938
PH01642,7231677814,P01448
PH01643,8743701945,P00654
PH01644,6177666505,P00387
PH01645,9612092815,P00345
PH01646,6619022311,P00941
PH01647,9067635322,P00768
PH01648,9185921268,P00393
PH01649,8637114294,P01438
PH01650,6037539892,P00380
PH01651,6324659866,P01743
PH01652,7784178376,P01224
PH01653,6538201140,P00678
PH01654,8266426735,P01624
PH01655,7724553375,P00126
PH01656,8697648784,P01342
PH01657,7249451046,P01178
PH01658,8069296568,P01249
PH01659,6206276729,P01852
PH01660,8097934421,P01887
PH01661,6465022347,P00255
PH01662,6457972518,P00914
PH01663,6703398214,P00570
PH01664,7337209451,P00895
PH01665,9767063632,P01434
PH01666,9301122008,P01694
PH01667,8264833367,P00571
PH01668,9082896713,P01349
PH01669,8494692085,P00749
PH01670,8901324951,P01828
PH01671,7500115461,P01810
PH01672,6803889044,P00940
PH01673,6404315668,P01274
PH01674,7538148374,P00672
PH01675,8803090168,P00906
PH01676,9471778401,P01858
PH01677,6271698837,P01921
PH01678,9115866861,P01400
PH01679,9675983326,P00168
PH01680,6505835345,P00131
PH01681,6956572853,P01286
PH01682,7399824266,P00721
PH01683,6775801584,P01315
PH01684,9879303028,P01852
PH01685,7727669834,P00675
PH01686,8025285461,P00621
PH01687,6873089720,P01935
PH01688,7827777118,P01276
PH01689,8278630900,P00572
PH01690,6210242344,P00872
PH01691,6577719619,P00968
PH01692,9165965667,P01164
PH01693,6996833440,P00799
PH01694,8224265379,P00037
PH01695,7219143907,P00395
PH01696,8736015791,P00045
PH01697,8010162600,P00164
PH01698,7658934759,P01001
PH01699,7354883571,P00901
PH01700,6496791463,P01201
PH01701,9643203172,P01939
PH01702,9652824685,P01631
PH01703,7724000208,P00517
PH01704,6146051908,P00769
PH01705,8327163033,P01523
PH01706,9369301000,P00629
PH01707,7187810480,P01179
PH01708,7541589290,P00338
PH01709,7043766136,P01240
PH01710,6812268159,P00775
PH01711,9470531105,P00593
PH01712,7309673979,P01358
PH01713,7189142693,P01001
PH01714,9501676718,P00938
PH01715,9288363688,P00982
PH01716,8016276292,P01806
PH01717,9678809376,P00361
PH01718,9522898907,P00169
PH01719,7598125597,P00570
PH01720,7659764083,P00949
PH01721,8805014171,P01817
PH01722,9578939129,P01777
PH01723,8651887114,P01912
PH01724,6050092449,P01047
PH01725,7878757030,P01405
PH01726,7011250186,P01541
PH01727,6742906952,P01665
PH01728,7336931806,P01993
PH01729,6073024266,P00328
PH01730,9537405714,P00270
PH01731,8674068735,P00598
PH01732,8534514668,P01290
PH01733,9583483483,P01950
PH01734,8862673664,P01319
PH01735,7207758708,P01031
PH01736,8326983443,P01795
PH01737,9958050450,P01737
PH01738,6928467200,P00713
PH01739,8293907737,P00906
PH01740,8450380162,P01808
PH01741,8150204502,P00662
PH01742,6435312794,P01917
PH01743,7379531112,P01536
PH01744,8904265274,P00467
PH01745,9625108573,P00290
PH01746,8545146091,P01053
PH01747,8117455537,P01169
PH01748,9272816733,P01393
PH01749,9121575626,P00871
PH01750,6260848187,P00503
PH01751,6990693196,P00771
PH01752,7995167045,P00470
PH01753,8998226731,P00064
PH01754,7438880485,P01891
PH01755,6420259364,P01697
PH01756,7823134275,P00724
PH01757,9672991154,P01526
PH01758,8431834369,P01182
PH01759,6029771150,P00736
PH01760,6792651732,P00802
PH01761,9291087392,P01013
PH01762,7691573767,P00307
PH01763,6529877074,P00219
PH01764,6530445002,P00686
PH01765,9838789034,P00013
PH01766,6295867603,P01274
PH01767,6409346754,P01295
PH01768,7368810138,P01248
PH01769,9210513346,P01328
PH01770,8220138825,P00119
PH01771,7083168163,P01584
PH01772,6389173690,P00818
PH01773,8767200052,P00921
PH01774,6070716348,P00162
PH01775,6895123708,P00722
PH01776,6919445456,P00733
PH01777,7965561927,P01210
PH01778,6377188626,P00846
PH01779,8612667830,P00470
PH01780,9371388740,P00735
PH01781,7346144662,P00325
PH01782,7304117614,P00980
PH01783,6524831968,P00340
PH01784,7647046568,P01468
PH01785,9987036883,P01954
PH01786,8837936315,P00007
PH01787,7291270659,P01151
PH01788,6040629118,P00441
PH01789,7824718301,P00892
PH01790,9960757898,P01071
PH01791,9499799052,P01310
PH01792,7171148656,P01854
PH01793,6898106173,P00704
PH01794,8631631297,P01263
PH01795,8572616949,P01961
PH01796,9881193899,P00808
PH01797,6682013071,P01768
PH01798,9532163361,P00842
PH01799,7179854900,P01598
PH01800,6372954585,P00608
PH01801,8639981274,P01000
PH01802,7922551741,P01999
PH01803,7581476212,P01660
PH01804,9018639945,P01411
PH01805,7845315630,P00505
PH01806,6796859096,P01207
PH01807,8598724089,P01387
PH01808,7177351668,P01210
PH01809,7397367072,P00128
PH01810,7402422241,P00233
PH01811,7063236540,P01373
PH01812,6444248420,P00186
PH01813,8350947651,P00309
PH01814,9156409941,P00228
PH01815,8398913705,P00604
PH01816,7451908261,P00609
PH01817,6035659429,P01331
PH01818,7023766696,P01186
PH01819,7953386194,P01200
PH01820,6839093424,P00183
PH01821,7406628346,P01305
PH01822,8889334375,P00377
PH01823,9694086542,P00199
PH01824,7692855074,P00558
PH01825,6952889594,P00404
PH01826,9039696453,P01753
PH01827,6765047188,P00634
PH01828,6995428873,P00398
PH01829,8966866798,P01865
PH01830,8706170690,P01221
PH01831,8971103847,P00168
PH01832,9756650518,P00199
PH01833,9016744923,P01450
PH01834,7596985045,P00557
PH01835,6566937540,P01513
PH01836,8286178925,P00263
PH01837,6402503857,P01596
PH01838,7648163849,P00846
PH01839,9806358530,P00477
PH01840,6012789695,P01437
PH01841,7048527758,P00165
PH01842,9036562036,P00741
PH01843,8439468963,P00427
PH01844,6233576170,P00456
PH01845,7174457762,P00885
PH01846,7636785089,P01348
PH01847,9747594434,P01796
PH01848,8295377403,P01673
PH01849,9687404207,P00941
PH01850,8149753411,P00831
PH01851,9330990009,P00622
PH01852,6656582344,P01699
PH01853,8653523266,P00680
PH01854,6047091103,P01967
PH01855,8611998996,P01625
PH01856,6181583746,P01660
PH01857,8477618687,P00843
PH01858,8796668290,P01334
PH01859,7565995089,P01475
PH01860,7330292764,P00136
PH01861,8473986221,P01706
PH01862,8131866047,P00496
PH01863,7389147852,P00601
PH01864,8420359441,P00511
PH01865,7387351866,P00035
PH01866,9741313518,P00607
PH01867,6258534658,P01346
PH01868,8398852178,P01625
PH01869,8990984128,P01206
PH01870,8581675923,P01959
PH01871,6934891800,P01074
PH01872,6463429242,P01987
PH01873,8973091218,P00199
PH01874,9341146133,P00616
PH01875,8530153030,P00165
PH01876,8077811096,P01611
PH01877,8557663454,P00712
PH01878,7991269945,P00230
PH01879,9419106166,P00298
PH01880,6008224216,P01377
PH01881,9822175626,P01069
PH01882,9208347910,P01665
PH01883,7257228703,P00023
PH01884,6074859724,P00310
PH01885,9129514520,P01604
PH01886,6286060480,P00653
PH01887,7406547476,P00338
PH01888,8090418985,P01382
PH01889,8301655623,P00861
PH01890,9888765699,P01025
PH01891,6360622901,P01654
PH01892,7860479471,P01986
PH01893,6380351489,P01503
PH01894,8382944191,P01587
PH01895,6534728395,P00508
PH01896,9730953267,P01760
PH01897,8886865629,P00016
PH01898,8822828018,P01775
PH01899,7530688568,P00431
PH01900,9767809645,P01449
PH01901,7744959752,P01596
PH01902,8317555928,P00159
PH01903,9487411486,P01397
PH01904,7675119976,P01365
PH01905,7496551564,P00502
PH01906,9789630093,P01767
PH01907,7016301597,P00695
PH01908,7242284834,P01302
PH01909,7766809846,P01538
PH01910,6180403348,P01307
PH01911,8373586671,P00012
PH01912,8446053926,P01851
PH01913,9746272053,P00080
PH01914,8991192856,P00776
PH01915,7850215538,P00876
PH01916,6775582126,P00479
PH01917,8395678446,P00358
PH01918,6751991981,P00006
PH01919,8512944149,P00902
PH01920,8316498283,P01555
PH01921,8974776565,P01031
PH01922,6705549434,P01164
PH01923,9877156922,P00440
PH01924,8907634153,P01446
PH01925,9710011547,P00710
PH01926,7494314872,P00899
PH01927,8785641354,P00337
PH01928,9416855739,P01294
PH01929,7328555809,P01328
PH01930,8794758166,P01564
PH01931,8136233470,P00088
PH01932,9146971479,P00590
PH01933,7418559508,P00969
PH01934,9456017039,P01425
PH01935,6017590017,P01647
PH01936,9794907869,P01495
PH01937,8516215938,P00348
PH01938,9763536735,P01534
PH01939,8896070722,P01753
PH01940,7413351390,P01065
PH01941,7097427493,P00148
PH01942,7579671480,P00855
PH01943,6073565826,P00388
PH01944,7526379412,P01646
PH01945,9691122321,P01766
PH01946,7526119789,P00517
PH01947,7594657446,P01606
PH01948,7255441181,P01823
PH01949,8136738052,P01587
PH01950,6937684184,P00114
PH01951,6462201483,P01719
PH01952,8401127283,P00393
PH01953,6308764770,P01816
PH01954,6676183762,P01460
PH01955,8076716217,P01476
PH01956,8888680418,P00287
PH01957,7032645649,P00766
PH01958,8199160539,P00849
PH01959,9490970342,P01360
PH01960,6970181589,P00664
PH01961,9829670742,P00194
PH01962,8319362526,P00228
PH01963,7216908875,P01584
PH01964,6293358384,P01578
PH01965,6065735174,P00379
PH01966,8693510214,P00668
PH01967,6283319558,P00092
PH01968,9990359717,P01900
PH01969,6703056870,P01852
PH01970,8124605164,P01780
PH01971,7895337684,P01080
PH01972,9677600643,P00222
PH01973,9317303324,P00607
PH01974,9757451048,P01159
PH01975,6947318156,P00550
PH01976,8427079959,P00041
PH01977,8761110797,P01434
PH01978,9545657289,P00771
PH01979,7269348540,P01573
PH01980,6984685606,P01511
PH01981,7613826870,P00746
PH01982,9777957039,P01247
PH01983,9263779271,P01130
PH01984,6073512896,P01337
PH01985,6682432333,P00336
PH01986,7399344606,P00101
PH01987,6694306952,P01624
PH01988,9865294128,P00376
PH01989,9006448854,P00680
PH01990,8311980425,P01060
PH01991,8280537642,P00693
PH01992,6786887860,P00722
PH01993,6392213170,P01355
PH01994,6958663992,P01797
PH01995,9987287314,P01078
PH01996,8956291796,P01596
PH01997,6603328880,P00606
