transaction_id,sender_account,receiver_account,amount,timestamp,case_id
TXN007025,26317774422212,81268881078632,310055.47,2024-06-05 06:33:42,CASE0163
TXN007026,53742525776899,97251234335367,144262.81,2025-12-06 06:46:51,CASE0024
TXN007027,83826820120215,63004335901564,217710.02,2023-02-20 20:44:25,CASE0110
TXN007028,95014670936725,06625016220437,186135.06,2023-12-11 20:49:35,CASE0115
TXN007029,35471543382541,14377222855693,494220.73,2024-11-04 20:07:11,CASE0095
TXN007030,86369380584607,88161371958807,280993.30,2024-08-29 22:23:39,CASE0236
TXN007031,65854059193442,09518885787828,445241.16,2024-06-20 04:50:24,CASE0060
TXN007032,98984738439537,36805373808823,19366.11,2023-01-09 23:44:40,CASE0019
TXN007033,51475616038495,65163917271548,251707.76,2025-09-29 06:19:01,CASE0015
TXN007034,31412725921298,05609446150123,205464.00,2023-01-27 06:11:37,CASE0170
TXN007035,03909738079914,84552255494228,467504.49,2023-03-31 04:34:14,CASE0180
TXN007036,03846912815016,68757446544821,407624.79,2025-05-01 08:14:24,CASE0069
TXN007037,87688386898258,60333085441843,230251.57,2023-11-28 14:10:43,CASE0232
TXN007038,91708880724207,73272221553250,141125.71,2023-01-28 00:21:43,CASE0088
TXN007039,86870375578545,92223042103799,101932.15,2023-05-31 07:23:05,CASE0010
TXN007040,63360610132312,08520633461189,489539.18,2023-06-16 10:46:15,CASE0001
TXN007041,49089571070611,45077836350968,349233.91,2024-10-17 18:31:50,CASE0137
TXN007042,29195650584841,29002492785234,479225.41,2025-07-03 23:42:26,CASE0076
TXN007043,91285685944164,19480446358002,298558.70,2023-08-09 01:07:04,CASE0208
TXN007044,38988102957882,27746948254576,358585.09,2025-08-12 22:48:50,CASE0236
TXN007045,04811353739652,23134268396995,15529.74,2024-07-28 22:04:38,CASE0113
TXN007046,61042030735386,98969102419827,292241.37,2024-01-10 08:54:37,CASE0183
TXN007047,42100149961177,31934650275860,384908.67,2023-11-23 16:02:49,CASE0179
TXN007048,44940998575256,88146082474079,114708.85,2023-12-29 09:18:03,CASE0029
TXN007049,25961159533841,10459992071898,261981.01,2025-01-29 11:45:40,CASE0020
TXN007050,53542372466762,75980962821960,384448.74,2025-12-13 10:12:45,CASE0017
TXN007051,46474965913110,97068382826674,70052.01,2023-11-04 05:21:54,CASE0197
TXN007052,26382391929478,43519788164957,161838.33,2024-07-22 11:00:56,CASE0011
TXN007053,07174164776310,09972855417939,306278.13,2025-07-15 11:12:36,CASE0149
TXN007054,44940998575256,02967050356237,62173.86,2025-04-29 17:53:56,CASE0023
TXN007055,71171856911781,03632428662271,306803.43,2025-01-23 19:00:54,CASE0221
TXN007056,95990560326625,75746585785645,480906.11,2023-11-30 07:52:59,CASE0181
TXN007057,71671489579257,79656280733500,257669.34,2025-05-09 03:14:31,CASE0147
TXN007058,88956383676657,70132156670191,122351.35,2023-07-30 21:20:43,CASE0146
TXN007059,91457859095198,21012546759149,210683.07,2023-12-12 03:16:22,CASE0164
TXN007060,95728397830189,90408086283557,86786.93,2024-06-25 06:39:30,CASE0087
TXN007061,69474934768893,87642730092018,34722.56,2024-05-06 19:10:02,CASE0142
TXN007062,37326953724449,87550562448188,490442.54,2025-05-31 04:13:03,CASE0189
TXN007063,53742525776899,20457813145625,51578.93,2023-09-30 20:18:17,CASE0178
TXN007064,51940723461504,35471543382541,394523.03,2024-10-10 08:48:51,CASE0006
TXN007065,26974869784879,91928344026083,484664.08,2023-11-03 16:27:19,CASE0192
TXN007066,25267494222166,98511742614227,28511.54,2025-08-12 07:00:43,CASE0145
TXN007067,76578661000059,19070677693131,213329.82,2024-10-14 02:28:18,CASE0063
TXN007068,46778189863613,35215267371107,177889.64,2024-01-29 11:31:29,CASE0105
TXN007069,72843858009998,99212746213345,84722.10,2023-02-21 19:34:33,CASE0113
TXN007070,51662156748637,71556616689409,392238.16,2023-08-10 19:48:33,CASE0096
TXN007071,54495697755612,12395545259137,263253.32,2024-08-09 07:45:59,CASE0176
TXN007072,75466248223064,67600425976571,467080.68,2025-11-08 10:32:40,CASE0117
TXN007073,78245310812464,55804829407828,434116.52,2023-01-18 11:31:54,CASE0084
TXN007074,88230925872894,87235784572080,429233.23,2023-07-14 12:12:18,CASE0220
TXN007075,94973976876596,46845831090358,327999.68,2023-02-23 04:27:14,CASE0033
TXN007076,32040632236281,40277601231625,358638.78,2025-11-06 18:52:23,CASE0080
TXN007077,31670141048820,20851512286600,374310.93,2024-07-26 02:36:36,CASE0090
TXN007078,75120901817497,93674286017678,135819.70,2024-02-21 19:12:04,CASE0212
TXN007079,89011203672916,96923444055724,449517.77,2025-05-10 14:16:39,CASE0223
TXN007080,98716462929177,35206226093164,232542.02,2024-06-30 14:36:43,CASE0181
TXN007081,41439103231866,55694146735928,442264.52,2025-11-01 20:09:15,CASE0178
TXN007082,91197158085111,69657765439592,296965.00,2025-03-14 16:10:54,CASE0151
TXN007083,26317774422212,48455576633542,379563.79,2023-08-06 03:40:38,CASE0231
TXN007084,06674772011040,96426060098972,497659.86,2023-08-10 11:25:50,CASE0152
TXN007085,91708880724207,68568506648782,415306.91,2023-06-28 23:21:43,CASE0040
TXN007086,81694032422164,34660689924715,27782.33,2023-05-04 06:07:13,CASE0192
TXN007087,91285685944164,92450514904873,352184.49,2025-05-15 12:54:57,CASE0130
TXN007088,35781412770153,85870630228293,309051.12,2025-10-03 16:41:04,CASE0072
TXN007089,51435804711800,23657614766571,362042.91,2025-11-13 07:10:29,CASE0006
TXN007090,78562508450143,28558679316027,155478.85,2024-12-04 23:06:24,CASE0217
TXN007091,51662156748637,32650305241142,369925.75,2025-08-21 04:23:15,CASE0228
TXN007092,13739491258193,42079374158719,36508.21,2024-07-27 00:16:42,CASE0143
TXN007093,37164361116859,09701998247707,412565.09,2025-08-03 07:31:20,CASE0209
TXN007094,72843858009998,42729436109098,165464.06,2025-07-15 23:47:14,CASE0055
TXN007095,24827463523561,04162742212115,266700.52,2024-03-07 16:37:43,CASE0057
TXN007096,24991410717878,71649545844657,147887.66,2023-01-17 19:28:15,CASE0038
TXN007097,83826820120215,69246105993180,181584.30,2025-07-13 15:23:01,CASE0215
TXN007098,89011203672916,93674286017678,158836.21,2024-04-06 23:41:18,CASE0007
TXN007099,88230925872894,39347412678865,314595.02,2024-01-23 22:57:34,CASE0110
TXN007100,46778189863613,22766548427494,179203.54,2025-08-08 15:51:50,CASE0003
TXN007101,54495697755612,22792949652396,141945.64,2023-11-13 11:03:44,CASE0149
TXN007102,15360964394534,56964010146019,321672.64,2025-05-03 03:46:05,CASE0224
TXN007103,38125802562197,30907294856366,121096.26,2025-08-10 11:01:02,CASE0181
TXN007104,36617658818837,34344070806313,378556.68,2023-06-22 04:05:32,CASE0234
TXN007105,10415074931660,04062321517519,213698.87,2023-10-09 22:12:45,CASE0201
TXN007106,06674772011040,63333884651903,400300.74,2024-03-17 21:16:16,CASE0232
TXN007107,23073571361877,66162017295126,280515.33,2025-01-29 06:14:48,CASE0072
TXN007108,61710147824759,31916661624698,84524.43,2025-10-16 11:23:15,CASE0170
TXN007109,40234203387384,58643583097533,96768.88,2024-04-13 20:20:56,CASE0042
TXN007110,72240553061139,05145386901681,112575.22,2023-11-22 10:34:38,CASE0001
TXN007111,54964220699255,91361657652822,67827.54,2024-04-02 08:57:32,CASE0176
TXN007112,18546413728112,23134268396995,161640.78,2025-05-18 01:04:08,CASE0040
TXN007113,87018811133795,69729672041862,89706.09,2025-08-11 07:26:43,CASE0112
TXN007114,66521746453316,96796939249623,407527.38,2024-04-10 06:39:47,CASE0094
TXN007115,68303253695255,11128177903666,481194.34,2023-08-13 19:55:39,CASE0005
TXN007116,67443593457161,69081449860296,100919.00,2024-07-08 07:51:12,CASE0191
TXN007117,95728397830189,69081449860296,455570.54,2024-08-21 00:08:34,CASE0172
TXN007118,49089571070611,13962863389754,375257.53,2023-12-15 23:57:33,CASE0089
TXN007119,52646744563225,89730378581442,294104.23,2023-07-05 00:13:03,CASE0073
TXN007120,73879278767823,26565641656667,82985.95,2025-05-09 01:13:53,CASE0234
TXN007121,81070560557384,37319682436981,242588.22,2024-08-22 15:13:28,CASE0230
TXN007122,25267494222166,65972683950705,62008.84,2023-11-26 22:47:29,CASE0117
TXN007123,41188034670061,66118570010920,356103.87,2024-04-22 05:52:18,CASE0100
TXN007124,66337561845357,25205656791671,136150.34,2024-08-04 01:21:42,CASE0091
TXN007125,75434536499610,34774967845273,14669.45,2025-09-25 10:23:49,CASE0207
TXN007126,00636210516407,35781412770153,310459.13,2025-12-09 19:26:47,CASE0011
TXN007127,53542372466762,91457859095198,139887.91,2023-02-08 01:44:07,CASE0218
TXN007128,66521746453316,93099986891950,470584.20,2025-09-14 02:26:17,CASE0063
TXN007129,78245310812464,55647311688592,92801.26,2025-09-06 08:32:03,CASE0135
TXN007130,15242443102993,51088589981811,361024.10,2025-07-26 06:39:51,CASE0058
TXN007131,18216063923186,75466248223064,334352.14,2025-08-13 17:46:06,CASE0039
TXN007132,95728397830189,49360161687630,89524.19,2024-01-30 11:29:30,CASE0133
TXN007133,49089571070611,71014941163282,399459.12,2024-06-30 04:53:16,CASE0111
TXN007134,62713702446984,05858240497795,146269.08,2023-01-14 00:01:59,CASE0039
TXN007135,00036685743973,61463910274237,30021.08,2023-07-12 06:22:01,CASE0080
TXN007136,54964220699255,67622702543163,389951.97,2025-07-24 07:40:08,CASE0225
TXN007137,18054008538094,81230738880122,179530.10,2024-10-21 09:35:37,CASE0138
TXN007138,16569386512054,00755040841383,199147.07,2024-01-22 08:47:15,CASE0163
TXN007139,83826820120215,35073984855050,300424.41,2023-07-08 01:07:37,CASE0222
TXN007140,31670141048820,17042047308788,87330.42,2025-04-15 03:04:44,CASE0077
TXN007141,56572386160186,26980865510861,121198.86,2023-11-30 03:12:20,CASE0223
TXN007142,25940376494133,85457477060855,427385.91,2025-08-04 23:18:44,CASE0074
TXN007143,83826820120215,51550135247117,259979.32,2023-12-13 08:06:12,CASE0215
TXN007144,94973976876596,44606889589932,44788.97,2024-11-06 23:15:02,CASE0166
TXN007145,78323959360194,77559573541057,227603.83,2025-10-28 03:41:41,CASE0021
TXN007146,44940998575256,70705070950626,391534.08,2025-04-05 19:14:26,CASE0233
TXN007147,64170003379047,70445542835887,180694.34,2023-03-17 19:39:57,CASE0238
TXN007148,90408086283557,14914215440967,252195.01,2025-05-12 10:56:52,CASE0119
TXN007149,96846041261655,88462054201186,87608.12,2024-08-04 17:26:45,CASE0172
TXN007150,34299508672266,30707810101244,73949.75,2024-06-28 18:18:54,CASE0106
TXN007151,45603186865927,93387300603289,156666.78,2024-02-20 22:47:03,CASE0160
TXN007152,13739491258193,42716186286974,189929.03,2025-09-22 08:07:33,CASE0194
TXN007153,28686677564698,68532414842689,50674.03,2023-05-28 00:31:56,CASE0100
TXN007154,31670141048820,29171411212905,334044.97,2024-06-17 15:26:21,CASE0167
TXN007155,56024923577741,18624793933489,172116.30,2023-11-23 00:36:25,CASE0183
TXN007156,10459992071898,42352794340716,153141.65,2025-03-02 11:35:03,CASE0210
TXN007157,88956383676657,55026945058360,213848.94,2023-05-21 05:53:33,CASE0219
TXN007158,53542372466762,50880875645058,165193.89,2024-04-11 06:04:46,CASE0096
TXN007159,96837201648547,55563481415771,235762.36,2024-07-01 00:48:17,CASE0117
TXN007160,57155562394764,38681652235079,286370.84,2024-08-09 19:37:53,CASE0124
TXN007161,06272352643611,20108981072322,367272.38,2023-06-10 23:07:47,CASE0065
TXN007162,28892030287574,73599192157864,219682.40,2025-01-25 10:06:23,CASE0171
TXN007163,10459992071898,98117963305074,429961.44,2025-07-01 17:54:55,CASE0237
TXN007164,29007416643086,39939256797463,274342.91,2025-01-01 20:49:56,CASE0055
TXN007165,10459992071898,77973095146073,408993.99,2025-10-29 13:29:06,CASE0185
TXN007166,94238021245824,72390371558602,438073.59,2024-01-31 23:31:58,CASE0005
TXN007167,42050578462216,90352196091027,337533.86,2025-03-19 05:03:05,CASE0033
TXN007168,32040632236281,09545549128311,131241.56,2023-08-23 06:10:10,CASE0082
TXN007169,47118132072391,10297295755126,413439.65,2024-04-26 17:46:27,CASE0163
TXN007170,75393036199932,62775699906041,177879.80,2025-03-28 07:33:55,CASE0038
TXN007171,78154836115383,13311786057767,104322.93,2025-02-09 20:32:37,CASE0222
TXN007172,60713391438276,32495110967024,281645.22,2023-05-14 05:27:58,CASE0238
TXN007173,13116694602124,35069782099387,17353.53,2025-02-08 16:01:59,CASE0193
TXN007174,63004335901564,57882737630977,446106.45,2024-09-23 12:36:35,CASE0049
TXN007175,53742525776899,64883626961636,135652.71,2025-11-15 05:16:47,CASE0138
TXN007176,46521225624437,59582770699226,418398.06,2025-12-24 10:30:25,CASE0017
TXN007177,48578671265728,60957724877476,58957.49,2024-01-23 15:37:19,CASE0169
TXN007178,09964886399875,99744225973037,38264.58,2024-10-17 08:27:42,CASE0231
TXN007179,51108178313571,40034568848657,484734.81,2025-06-29 00:37:55,CASE0018
TXN007180,24204653521705,93333569420184,16792.43,2023-02-12 22:26:21,CASE0036
TXN007181,72240553061139,56432754115652,13846.58,2023-06-01 15:29:54,CASE0010
TXN007182,78323959360194,45383364255035,32853.51,2025-05-27 18:39:07,CASE0082
TXN007183,31755337347763,34477927969392,360633.90,2024-03-31 07:37:53,CASE0008
TXN007184,37164361116859,14937352908311,360751.11,2025-06-16 18:48:54,CASE0171
TXN007185,42984104003273,98511881167873,354012.73,2023-12-24 11:56:39,CASE0094
TXN007186,35471543382541,33490237432692,234344.98,2024-12-12 08:20:00,CASE0233
TXN007187,78154836115383,69832924011628,47198.92,2025-09-12 10:34:26,CASE0223
TXN007188,41439103231866,84690015812362,479983.01,2024-07-07 03:37:59,CASE0232
TXN007189,45106838292162,24947641949583,261382.44,2025-02-14 07:12:41,CASE0071
TXN007190,98956911030897,64704860165612,111539.01,2025-09-12 04:31:36,CASE0223
TXN007191,45603186865927,12666991699277,416440.76,2023-04-13 20:15:38,CASE0205
TXN007192,78154836115383,21127168109817,44243.87,2025-10-04 21:17:43,CASE0090
TXN007193,64170003379047,31752523243421,285238.03,2024-07-25 15:04:53,CASE0181
TXN007194,20108981072322,10297295755126,305154.62,2025-09-06 05:58:44,CASE0035
TXN007195,32789282435097,42796304955094,246363.20,2024-09-30 22:12:15,CASE0138
TXN007196,44940998575256,19093757707960,5120.62,2024-07-10 22:08:05,CASE0239
TXN007197,70457408507491,00356303282673,338151.02,2024-06-19 04:26:20,CASE0204
TXN007198,70457408507491,60022265679926,262206.38,2025-09-17 10:09:32,CASE0124
TXN007199,99682243121255,12883793985930,213255.03,2023-08-02 19:35:35,CASE0142
TXN007200,01442305665776,51733358136822,225432.53,2023-10-16 19:38:26,CASE0198
TXN007201,94973976876596,26522710684666,376006.07,2024-11-14 17:30:24,CASE0195
TXN007202,54495697755612,09705550133343,126524.86,2024-07-18 13:38:38,CASE0183
TXN007203,96837201648547,48831927277834,128825.38,2025-09-20 22:45:13,CASE0199
TXN007204,81070560557384,29583850833271,64532.52,2025-12-08 02:01:22,CASE0216
TXN007205,71677880302492,29457867404772,280253.95,2024-03-07 10:37:59,CASE0080
TXN007206,16525081595904,26382391929478,467633.90,2024-11-20 12:37:15,CASE0175
TXN007207,16569386512054,91269176498577,36390.43,2023-05-12 09:05:32,CASE0091
TXN007208,30416527261891,58010886797447,447745.56,2023-03-10 06:13:56,CASE0099
TXN007209,88230925872894,35921723405155,185464.39,2023-02-13 17:56:29,CASE0177
TXN007210,78174420540515,36834021104549,362698.87,2024-06-07 16:48:11,CASE0098
TXN007211,41405806709144,37316927592746,171132.49,2025-05-19 16:27:15,CASE0073
TXN007212,53742525776899,40718533115648,156740.25,2023-03-25 05:58:36,CASE0005
TXN007213,32789282435097,86657486597759,386034.56,2025-04-11 08:56:11,CASE0197
TXN007214,52254945703176,45418337881474,477303.90,2025-03-30 03:59:07,CASE0195
TXN007215,93715193178449,45540770053558,423034.76,2025-11-02 07:21:44,CASE0125
TXN007216,02967050356237,09856835051834,164120.50,2025-12-15 14:24:59,CASE0011
TXN007217,94185455418925,23362706538137,308612.05,2025-09-14 16:17:06,CASE0183
TXN007218,04811353739652,38267759727771,107232.10,2024-05-02 05:49:37,CASE0003
TXN007219,13116694602124,68470726027578,443666.07,2024-01-16 19:50:27,CASE0072
TXN007220,40277601231625,70266382071548,246846.09,2024-01-04 07:22:02,CASE0088
TXN007221,51940723461504,47033642453206,145461.94,2023-09-11 00:16:09,CASE0237
TXN007222,46654977053644,40034568848657,234197.88,2024-01-06 00:26:28,CASE0057
TXN007223,42984104003273,15444847920740,45893.50,2024-10-15 17:56:05,CASE0078
TXN007224,10955753882578,97079077045530,61219.36,2023-05-15 02:59:28,CASE0125
TXN007225,43290811609629,56530002275093,473113.68,2024-07-18 01:59:40,CASE0049
TXN007226,91782200810014,68423263554690,161666.07,2024-02-22 23:23:13,CASE0067
TXN007227,31245347491160,40920167599300,153172.64,2025-06-14 04:07:46,CASE0156
TXN007228,13739491258193,85448066764629,344249.81,2023-08-25 13:53:13,CASE0014
TXN007229,94238021245824,66138865500915,431333.49,2024-09-29 18:37:06,CASE0111
TXN007230,40277601231625,07371220725084,31351.50,2023-12-16 08:26:21,CASE0057
TXN007231,37326953724449,10732575921230,312458.37,2023-02-15 08:46:21,CASE0218
TXN007232,27379572381612,56200983273652,88561.24,2025-08-11 23:02:08,CASE0077
TXN007233,12034574175659,70340117617061,483296.50,2025-10-15 17:49:56,CASE0019
TXN007234,71171856911781,40254260062892,487680.52,2023-09-26 02:08:50,CASE0079
TXN007235,30144641972941,06155026134097,56668.07,2023-07-16 03:29:41,CASE0217
TXN007236,16169362408851,85694451421572,225672.18,2024-10-13 10:18:23,CASE0147
TXN007237,95110848610660,08357289091006,21171.93,2025-01-17 16:44:04,CASE0048
TXN007238,19979817630191,38267759727771,363955.91,2025-02-27 15:00:17,CASE0020
TXN007239,77186266786163,42716186286974,66968.88,2025-06-30 14:58:48,CASE0150
TXN007240,83934083544278,77798367781070,211510.46,2025-08-01 13:32:02,CASE0235
TXN007241,66688433165098,41609909757885,132661.56,2024-12-27 06:21:01,CASE0167
TXN007242,66337561845357,27644829435007,351988.93,2023-05-28 10:50:34,CASE0105
TXN007243,50566558990658,73599192157864,199090.13,2025-07-17 01:35:30,CASE0025
TXN007244,04811353739652,16415733768409,349418.64,2025-10-15 13:45:21,CASE0052
TXN007245,76606289513403,52218159588123,102880.27,2023-12-09 18:25:23,CASE0101
TXN007246,10302759608895,14926273506001,51922.09,2025-04-14 21:07:44,CASE0139
TXN007247,70266382071548,77515367209750,256216.96,2025-03-23 09:55:16,CASE0175
TXN007248,54495697755612,50980993409600,465551.96,2025-01-22 12:42:02,CASE0101
TXN007249,63173338568369,46654977053644,278898.59,2024-12-25 05:58:04,CASE0125
TXN007250,16169362408851,12169832328541,65774.40,2025-07-13 09:36:28,CASE0150
TXN007251,41439103231866,47307480279727,36363.67,2024-08-13 02:04:21,CASE0039
TXN007252,83934083544278,23913218366949,215952.00,2023-07-21 03:54:13,CASE0130
TXN007253,72396778390751,39763529461426,97977.45,2025-04-02 09:48:10,CASE0131
TXN007254,46778189863613,16991658723634,308808.02,2024-07-07 04:37:31,CASE0103
TXN007255,90408086283557,11264218154478,386070.64,2025-11-01 20:28:44,CASE0182
TXN007256,72240553061139,28078647701696,282954.61,2025-04-25 05:44:55,CASE0104
TXN007257,07500069915585,04888198759973,88476.49,2024-06-05 14:41:37,CASE0188
TXN007258,90355081996844,20836248748562,41905.88,2023-11-12 12:01:44,CASE0217
TXN007259,95990560326625,29195650584841,424577.33,2025-01-12 20:59:21,CASE0208
TXN007260,76606289513403,42236532714725,231864.20,2024-01-26 08:43:35,CASE0058
TXN007261,16525081595904,84593401075287,294426.48,2024-07-24 05:25:53,CASE0059
TXN007262,28574040527703,24702691546669,369443.81,2023-04-08 18:33:45,CASE0166
TXN007263,83934083544278,41586795240874,407257.42,2024-03-07 18:19:28,CASE0022
TXN007264,60957724877476,50693576338123,173060.34,2024-03-01 00:30:47,CASE0105
TXN007265,71677880302492,44417566619621,332411.64,2023-06-07 19:00:39,CASE0025
TXN007266,69975483937772,73125245870131,89076.89,2023-10-08 22:37:53,CASE0013
TXN007267,16525081595904,16274351492863,453349.48,2024-07-31 00:36:12,CASE0052
TXN007268,25961159533841,97192288741594,168035.45,2023-02-08 20:56:35,CASE0143
TXN007269,96846041261655,64658899872444,29790.41,2024-10-10 10:00:07,CASE0151
TXN007270,97789516650180,68757446544821,185422.15,2024-09-19 17:37:58,CASE0083
TXN007271,60957724877476,47965545085548,198435.40,2023-04-22 05:33:26,CASE0028
TXN007272,68273428904268,14247415163295,314589.06,2024-06-01 12:12:53,CASE0183
TXN007273,98984738439537,17150076017518,226948.89,2024-08-14 13:09:16,CASE0174
TXN007274,61554277141045,14136325586133,167422.54,2023-10-03 13:34:43,CASE0054
TXN007275,35781412770153,62251933562844,418490.94,2023-05-02 07:48:48,CASE0060
TXN007276,78174420540515,97016852531750,145303.27,2024-12-16 07:54:46,CASE0106
TXN007277,70129839454164,92936166290879,401913.89,2025-02-27 07:17:10,CASE0137
TXN007278,44146796938925,39561361510037,136712.16,2023-11-21 11:07:37,CASE0058
TXN007279,26565641656667,35329561762948,399115.63,2023-11-14 15:00:44,CASE0004
TXN007280,09901480681065,06272352643611,100492.26,2024-01-10 12:06:58,CASE0155
TXN007281,52979685462116,32676311431075,251749.58,2024-10-15 19:41:48,CASE0003
TXN007282,26382391929478,67224128650384,83753.22,2024-06-09 06:34:40,CASE0097
TXN007283,16169362408851,28338138522359,50559.60,2024-12-12 21:27:57,CASE0110
TXN007284,70095830428632,60841585537304,438782.06,2023-04-28 17:51:52,CASE0088
TXN007285,75120901817497,60957724877476,205007.12,2024-01-30 16:36:37,CASE0180
TXN007286,65854059193442,12964548277195,320817.25,2024-09-13 03:39:18,CASE0020
TXN007287,47118132072391,46565716657813,84518.08,2024-06-04 13:03:18,CASE0154
TXN007288,91461201407983,16944182697187,251541.05,2024-01-09 23:38:36,CASE0169
TXN007289,98956911030897,22306356735775,28138.57,2025-11-07 13:27:48,CASE0067
TXN007290,24991410717878,42729436109098,95447.65,2023-09-02 15:37:34,CASE0228
TXN007291,20895217680126,65839018769270,221056.30,2024-08-03 23:56:13,CASE0003
TXN007292,87443081836329,20667298361941,227095.69,2023-03-14 14:00:26,CASE0134
TXN007293,05787660178296,48272309907046,224640.60,2023-11-17 17:51:24,CASE0050
TXN007294,80709278574364,90479865716896,257287.28,2024-10-13 22:50:02,CASE0215
TXN007295,27379572381612,23077146502860,414469.80,2025-06-05 01:35:12,CASE0051
TXN007296,28574040527703,30568208082078,401703.00,2023-02-01 08:10:17,CASE0231
TXN007297,26565641656667,78629025153864,147743.35,2024-02-12 09:55:56,CASE0204
TXN007298,88462054201186,09705550133343,201731.95,2024-05-22 16:53:55,CASE0005
TXN007299,66337561845357,06789726715691,262778.53,2025-07-17 13:44:41,CASE0199
TXN007300,06272352643611,06625016220437,235849.42,2025-08-23 00:55:16,CASE0037
TXN007301,72396778390751,92606082382000,208154.13,2023-08-13 06:49:20,CASE0092
TXN007302,07231492049930,09671080045872,35971.49,2024-06-20 21:32:47,CASE0076
TXN007303,78323959360194,78592945836188,300972.41,2023-07-04 23:07:02,CASE0087
TXN007304,36700974188682,12395545259137,169957.98,2024-02-13 19:06:17,CASE0226
TXN007305,25969718511477,84658068179224,321136.31,2024-02-29 03:43:48,CASE0080
TXN007306,60713391438276,66906251575951,173746.25,2025-07-21 07:06:21,CASE0054
TXN007307,41442719745314,15311959602769,264669.32,2023-10-03 06:27:15,CASE0022
TXN007308,02784624068375,64493474303426,105149.95,2024-10-29 08:43:49,CASE0226
TXN007309,75393036199932,01446338455450,106032.38,2024-10-09 09:44:23,CASE0135
TXN007310,75434536499610,61907644490439,384764.07,2023-01-19 11:54:05,CASE0094
TXN007311,62713702446984,11867019878350,216444.48,2023-07-05 08:12:17,CASE0089
TXN007312,04888198759973,71239330653353,367636.68,2025-12-15 20:42:04,CASE0015
TXN007313,69975483937772,91358263747888,357806.51,2024-10-11 04:10:15,CASE0109
TXN007314,25068212035813,65285443052361,82540.62,2023-02-16 10:47:06,CASE0105
TXN007315,31755337347763,58861364323590,190024.81,2025-08-09 16:04:28,CASE0156
TXN007316,68273428904268,22400025937581,206385.37,2024-06-24 05:27:58,CASE0208
TXN007317,29195650584841,80000013302148,476255.85,2025-01-12 03:56:22,CASE0152
TXN007318,46474965913110,12143593939427,462210.79,2023-10-13 03:53:22,CASE0206
TXN007319,78154836115383,44772045337697,255893.40,2024-11-25 01:20:04,CASE0092
TXN007320,07174164776310,48460363839687,95724.65,2024-09-27 04:35:23,CASE0086
TXN007321,00859040024170,89657549203980,124909.55,2025-04-15 12:30:29,CASE0129
TXN007322,26974869784879,82800920536504,297242.19,2025-03-24 15:10:33,CASE0120
TXN007323,50566558990658,68228795614109,167162.85,2023-03-24 20:43:23,CASE0093
TXN007324,28789715359647,89027645130050,87847.49,2023-11-08 12:40:49,CASE0099
TXN007325,29516289084548,49756578339399,481217.67,2023-08-11 20:10:25,CASE0106
TXN007326,16169362408851,35069782099387,476557.27,2023-06-29 04:51:26,CASE0059
TXN007327,14926273506001,59293257890885,372291.66,2024-07-06 05:39:45,CASE0030
TXN007328,70146187027392,93674286017678,167598.51,2025-03-24 14:27:28,CASE0149
TXN007329,88230925872894,07839313294027,162125.76,2023-12-09 08:29:57,CASE0202
TXN007330,46654977053644,76293369832407,125200.83,2023-04-20 04:47:22,CASE0235
TXN007331,28686677564698,16584130093220,227743.21,2025-03-26 17:58:11,CASE0077
TXN007332,91197158085111,36521010745205,298889.56,2025-10-17 03:10:12,CASE0129
TXN007333,41405806709144,97192288741594,406903.17,2024-06-28 16:47:15,CASE0013
TXN007334,38824996966081,11372447929759,69359.14,2024-02-25 01:20:28,CASE0053
TXN007335,26382391929478,64704860165612,359083.65,2025-01-01 01:00:29,CASE0060
TXN007336,96837201648547,98122396575376,223223.42,2024-07-29 07:33:04,CASE0095
TXN007337,42734497992519,52642599317697,253705.46,2024-05-07 11:01:10,CASE0123
TXN007338,29516289084548,62776746958819,101856.77,2024-12-05 16:11:51,CASE0018
TXN007339,20836248748562,37164361116859,94960.72,2023-08-14 22:45:30,CASE0139
TXN007340,94949278367744,72232420430063,22769.81,2024-10-25 05:55:55,CASE0053
TXN007341,77798367781070,95092628975720,150163.73,2025-09-22 22:31:38,CASE0203
TXN007342,26382391929478,81522932297254,484404.22,2024-04-10 12:56:51,CASE0020
TXN007343,88230925872894,62754540349893,385431.32,2023-10-06 07:27:25,CASE0082
TXN007344,48502461016810,76172746003410,376780.58,2025-03-09 16:23:23,CASE0238
TXN007345,39561361510037,67677773657645,490713.22,2024-04-12 08:51:05,CASE0145
TXN007346,00036685743973,56530002275093,401111.89,2025-02-20 01:11:22,CASE0226
TXN007347,56024923577741,30907294856366,421882.77,2024-11-04 02:11:56,CASE0078
TXN007348,28285072553205,14090544496252,441788.55,2023-03-27 03:18:49,CASE0238
TXN007349,90355081996844,12169832328541,432329.69,2023-08-27 23:15:32,CASE0007
TXN007350,94238021245824,92450514904873,344782.36,2024-05-14 17:09:15,CASE0141
TXN007351,39561361510037,51346508656996,112322.55,2025-11-15 11:35:26,CASE0236
TXN007352,20836248748562,07794914881514,135905.88,2024-08-05 03:17:00,CASE0061
TXN007353,48578671265728,88462054201186,218274.30,2025-06-09 17:22:21,CASE0190
TXN007354,31245347491160,50446240441631,355260.77,2024-11-16 12:46:37,CASE0240
TXN007355,90536791207209,83087993330913,288580.11,2023-06-19 03:01:05,CASE0091
TXN007356,37316927592746,71671489579257,435941.06,2025-09-03 05:01:48,CASE0146
