account_id,account_number,person_id,bank_name
A00571,81070560557384,P01267,Fictional National Bank
A00572,60066161531766,P00098,Fictional National Bank
A00573,24456979181433,P01602,Sample Trust Bank
A00574,75755460683426,P01729,Fictional National Bank
A00575,38824996966081,P00736,Sample Trust Bank
A00576,88041403634874,P01510,Mock Union Bank
A00577,61937902293094,P00204,Mock Union Bank
A00578,12134557999007,P00426,Synthetic Cooperative Bank
A00579,68723063657837,P00678,Fictional National Bank
A00580,51041367776795,P01293,Synthetic Cooperative Bank
A00581,24967371967557,P01482,Fictional National Bank
A00582,09454028944388,P01612,Synthetic Cooperative Bank
A00583,97694136674886,P00742,Sample Trust Bank
A00584,08786391418359,P01206,Fictional National Bank
A00585,94904447427072,P01487,Mock Union Bank
A00586,52786109547287,P00589,Mock Union Bank
A00587,75193914603782,P01803,Fictional National Bank
A00588,68991085877707,P00449,Mock Union Bank
A00589,39939256797463,P00059,Fictional National Bank
A00590,77186266786163,P01519,Synthetic Cooperative Bank
A00591,63813032624986,P01523,Mock Union Bank
A00592,46654977053644,P00055,Synthetic Cooperative Bank
A00593,95412176208012,P01630,Synthetic Cooperative Bank
A00594,82800920536504,P01785,Mock Union Bank
A00595,69690019233152,P00783,Mock Union Bank
A00596,41575842768612,P00031,Sample Trust Bank
A00597,93333569420184,P00886,Mock Union Bank
A00598,76616295064103,P01585,Fictional National Bank
A00599,17326523465546,P01067,Fictional National Bank
A00600,03846726440198,P00247,Synthetic Cooperative Bank
A00601,89143535425628,P01408,Sample Trust Bank
A00602,07813847513407,P01606,Mock Union Bank
A00603,85058240554651,P01235,Synthetic Cooperative Bank
A00604,90611959737253,P00117,Fictional National Bank
A00605,58464394428054,P00455,Fictional National Bank
A00606,23195078730539,P00121,Fictional National Bank
A00607,34329262055556,P01695,Synthetic Cooperative Bank
A00608,49756578339399,P01770,Mock Union Bank
A00609,09518885787828,P00409,Fictional National Bank
A00610,95728397830189,P01355,Sample Trust Bank
A00611,98460745625670,P01622,Synthetic Cooperative Bank
A00612,71887587509802,P01817,Fictional National Bank
A00613,20469074390648,P00961,Mock Union Bank
A00614,73920244407319,P00949,Sample Trust Bank
A00615,89011203672916,P00162,Mock Union Bank
A00616,61666471079352,P01850,Sample Trust Bank
A00617,52083130016183,P00676,Synthetic Cooperative Bank
A00618,29007416643086,P00179,Fictional National Bank
A00619,28316723246447,P01599,Fictional National Bank
A00620,06067377889214,P00074,Fictional National Bank
A00621,00729084798011,P01086,Sample Trust Bank
A00622,56476585757903,P00121,Synthetic Cooperative Bank
A00623,75947910999937,P00781,Mock Union Bank
A00624,65230804533430,P01078,Mock Union Bank
A00625,82070002675547,P01223,Mock Union Bank
A00626,96416382511723,P00400,Fictional National Bank
A00627,58217263308048,P00380,Fictional National Bank
A00628,86112580443065,P01068,Sample Trust Bank
A00629,21127168109817,P01838,Sample Trust Bank
A00630,35215267371107,P01793,Fictional National Bank
A00631,86864641473594,P01868,Sample Trust Bank
A00632,53742525776899,P01099,Sample Trust Bank
A00633,39516603237014,P01433,Fictional National Bank
A00634,50715199632304,P01759,Sample Trust Bank
A00635,25961159533841,P01814,Sample Trust Bank
A00636,90628815660309,P00243,Fictional National Bank
A00637,18343493635680,P00695,Sample Trust Bank
A00638,34724416762187,P00873,Mock Union Bank
A00639,96474293268348,P00472,Sample Trust Bank
A00640,29516289084548,P00052,Synthetic Cooperative Bank
A00641,77331258128766,P00743,Synthetic Cooperative Bank
A00642,41974476522469,P00522,Sample Trust Bank
A00643,51692175171352,P01028,Mock Union Bank
A00644,70500574580766,P00645,Mock Union Bank
A00645,84138312760783,P01067,Synthetic Cooperative Bank
A00646,48224524881603,P00693,Mock Union Bank
A00647,41765461411910,P01608,Fictional National Bank
A00648,73912983584480,P00573,Fictional National Bank
A00649,71277156853909,P00261,Fictional National Bank
A00650,44794080308922,P01359,Fictional National Bank
A00651,41996584029376,P01719,Mock Union Bank
A00652,65872802386562,P00633,Sample Trust Bank
A00653,08059801888003,P00087,Fictional National Bank
A00654,37828687220307,P00002,Fictional National Bank
A00655,81692239766215,P00122,Mock Union Bank
A00656,19807027292942,P00139,Sample Trust Bank
A00657,83492638987495,P00429,Mock Union Bank
A00658,09233558857283,P01216,Mock Union Bank
A00659,38916190558753,P00785,Fictional National Bank
A00660,29614990941679,P01393,Mock Union Bank
A00661,20279891454811,P01252,Fictional National Bank
A00662,28458487494009,P00936,Synthetic Cooperative Bank
A00663,88658072008057,P00830,Fictional National Bank
A00664,74357529255568,P00161,Fictional National Bank
A00665,84690015812362,P01401,Mock Union Bank
A00666,49470025190672,P01405,Mock Union Bank
A00667,60957724877476,P01386,Synthetic Cooperative Bank
A00668,08357289091006,P01902,Synthetic Cooperative Bank
A00669,74180420223059,P00524,Sample Trust Bank
A00670,73368287657555,P01747,Synthetic Cooperative Bank
A00671,68568506648782,P00655,Sample Trust Bank
A00672,87130002554645,P00606,Synthetic Cooperative Bank
A00673,79852948447041,P00467,Mock Union Bank
A00674,56337069511819,P00735,Sample Trust Bank
A00675,38759559422981,P01295,Synthetic Cooperative Bank
A00676,24199771180167,P00480,Sample Trust Bank
A00677,36048909859271,P00576,Mock Union Bank
A00678,69474934768893,P00441,Sample Trust Bank
A00679,18776458084319,P00162,Sample Trust Bank
A00680,21790053126055,P01267,Sample Trust Bank
A00681,28459587695591,P00587,Synthetic Cooperative Bank
A00682,13078373183594,P00819,Fictional National Bank
A00683,34592325802455,P00334,Sample Trust Bank
A00684,16274351492863,P00155,Synthetic Cooperative Bank
A00685,02317402810607,P00983,Sample Trust Bank
A00686,44334602633564,P00456,Fictional National Bank
A00687,29870252151435,P01419,Fictional National Bank
A00688,36850448526023,P00939,Mock Union Bank
A00689,72240553061139,P00564,Fictional National Bank
A00690,58927523408705,P00010,Sample Trust Bank
A00691,33555638598182,P01124,Mock Union Bank
A00692,99748698005573,P01761,Synthetic Cooperative Bank
A00693,07926609404475,P01809,Fictional National Bank
A00694,50566558990658,P00199,Sample Trust Bank
A00695,72232420430063,P01731,Fictional National Bank
A00696,06971363591142,P01148,Fictional National Bank
A00697,28612232861402,P01952,Mock Union Bank
A00698,42249224302320,P01854,Fictional National Bank
A00699,32789282435097,P00055,Fictional National Bank
A00700,35329561762948,P01428,Mock Union Bank
A00701,76408977953614,P00802,Fictional National Bank
A00702,07090633602731,P01103,Mock Union Bank
A00703,26173629245989,P00835,Sample Trust Bank
A00704,73824382146292,P01413,Synthetic Cooperative Bank
A00705,28338138522359,P00366,Fictional National Bank
A00706,70940144124522,P00757,Synthetic Cooperative Bank
A00707,56708939350462,P00492,Synthetic Cooperative Bank
A00708,74153583387895,P00389,Fictional National Bank
A00709,90530945875950,P01458,Synthetic Cooperative Bank
A00710,72323007086186,P00684,Mock Union Bank
A00711,46747529148356,P00999,Mock Union Bank
A00712,69227025254110,P00081,Mock Union Bank
A00713,62412667680940,P00702,Mock Union Bank
A00714,47033642453206,P01135,Mock Union Bank
A00715,32614340371524,P00532,Synthetic Cooperative Bank
A00716,09156830953122,P01583,Mock Union Bank
A00717,64974787067644,P00320,Synthetic Cooperative Bank
A00718,30707810101244,P01006,Fictional National Bank
A00719,94211874900449,P00735,Fictional National Bank
A00720,07231492049930,P01651,Sample Trust Bank
A00721,41210704310550,P00567,Synthetic Cooperative Bank
A00722,88785066067514,P00174,Fictional National Bank
A00723,35156095142770,P00519,Synthetic Cooperative Bank
A00724,38611511162714,P00130,Synthetic Cooperative Bank
A00725,93410616504725,P01498,Mock Union Bank
A00726,07371220725084,P00426,Mock Union Bank
A00727,24088609692533,P01623,Sample Trust Bank
A00728,09993191400998,P00076,Fictional National Bank
A00729,97192288741594,P00323,Synthetic Cooperative Bank
A00730,43450266427386,P01594,Sample Trust Bank
A00731,48110512927243,P01674,Fictional National Bank
A00732,77798367781070,P01467,Synthetic Cooperative Bank
A00733,08935133157920,P00492,Synthetic Cooperative Bank
A00734,66162017295126,P01341,Sample Trust Bank
A00735,86961108403909,P00114,Synthetic Cooperative Bank
A00736,76736086333995,P01313,Fictional National Bank
A00737,67605508005090,P00769,Synthetic Cooperative Bank
A00738,92509805564419,P00085,Mock Union Bank
A00739,24361605029990,P01543,Sample Trust Bank
A00740,91814983678490,P00782,Synthetic Cooperative Bank
A00741,17749117675500,P00259,Mock Union Bank
A00742,75315752295083,P00371,Sample Trust Bank
A00743,39036748675675,P00069,Synthetic Cooperative Bank
A00744,51534743927081,P01537,Synthetic Cooperative Bank
A00745,80037810103208,P00111,Synthetic Cooperative Bank
A00746,41609909757885,P01690,Fictional National Bank
A00747,61907644490439,P01767,Mock Union Bank
A00748,61622277261054,P01485,Fictional National Bank
A00749,60284655921895,P00331,Sample Trust Bank
A00750,64993397453918,P01081,Fictional National Bank
A00751,84876144433736,P00344,Fictional National Bank
A00752,08575379476318,P01238,Synthetic Cooperative Bank
A00753,29002492785234,P01305,Sample Trust Bank
A00754,15121676089601,P01443,Fictional National Bank
A00755,65897824256582,P00744,Synthetic Cooperative Bank
A00756,54044503986383,P01113,Mock Union Bank
A00757,69081449860296,P00742,Mock Union Bank
A00758,28315307079190,P01977,Mock Union Bank
A00759,78601508334512,P01409,Synthetic Cooperative Bank
A00760,45418337881474,P01207,Synthetic Cooperative Bank
A00761,07438203950078,P01762,Sample Trust Bank
A00762,55005357603673,P00882,Synthetic Cooperative Bank
A00763,14247415163295,P01995,Sample Trust Bank
A00764,14824364851782,P00819,Sample Trust Bank
A00765,77306146017419,P01359,Sample Trust Bank
A00766,00925683596278,P00601,Synthetic Cooperative Bank
A00767,87776540234714,P01249,Mock Union Bank
A00768,37402826565293,P00220,Sample Trust Bank
A00769,62754540349893,P00946,Sample Trust Bank
A00770,55364220947054,P00713,Mock Union Bank
A00771,65839018769270,P00981,Mock Union Bank
A00772,88528715834430,P01709,Synthetic Cooperative Bank
A00773,97385442402948,P01643,Fictional National Bank
A00774,68869890876342,P00592,Sample Trust Bank
A00775,77115787378156,P00325,Fictional National Bank
A00776,62173671387314,P01672,Fictional National Bank
A00777,31916661624698,P01394,Sample Trust Bank
A00778,62182247922476,P00947,Sample Trust Bank
A00779,71671489579257,P00866,Mock Union Bank
A00780,35298009341373,P01381,Mock Union Bank
A00781,24711558221819,P00675,Mock Union Bank
A00782,19070677693131,P00166,Sample Trust Bank
A00783,45383364255035,P01796,Synthetic Cooperative Bank
A00784,21012546759149,P00475,Mock Union Bank
A00785,77031705682583,P01694,Synthetic Cooperative Bank
A00786,43545636798836,P00081,Sample Trust Bank
A00787,44498106326739,P00460,Synthetic Cooperative Bank
A00788,60429429921192,P01267,Mock Union Bank
A00789,35069782099387,P00882,Synthetic Cooperative Bank
A00790,12038299839901,P01745,Mock Union Bank
A00791,59547616806803,P01772,Fictional National Bank
A00792,00546801314336,P00607,Fictional National Bank
A00793,74321115495992,P01825,Fictional National Bank
A00794,79196909136417,P01511,Sample Trust Bank
A00795,92059483609016,P00622,Fictional National Bank
A00796,15360964394534,P00207,Sample Trust Bank
A00797,00960153530532,P00409,Mock Union Bank
A00798,24888804970464,P01928,Mock Union Bank
A00799,16932405741193,P00634,Mock Union Bank
A00800,10389166770952,P00394,Fictional National Bank
A00801,58680439429008,P01964,Synthetic Cooperative Bank
A00802,85783980370377,P00643,Synthetic Cooperative Bank
A00803,20588694853074,P01498,Sample Trust Bank
A00804,13409514050181,P01891,Synthetic Cooperative Bank
A00805,61700048541234,P01419,Fictional National Bank
A00806,94525539625561,P00017,Mock Union Bank
A00807,29870109321529,P00528,Mock Union Bank
A00808,61114832409652,P00208,Sample Trust Bank
A00809,21669481001123,P01622,Synthetic Cooperative Bank
A00810,01679655673238,P01954,Synthetic Cooperative Bank
A00811,41434462280749,P00763,Fictional National Bank
A00812,38905950942816,P00615,Synthetic Cooperative Bank
A00813,57721087274105,P00779,Fictional National Bank
A00814,57981555184955,P01826,Synthetic Cooperative Bank
A00815,43522173284248,P01242,Sample Trust Bank
A00816,29802029172651,P01846,Synthetic Cooperative Bank
A00817,20457813145625,P01436,Synthetic Cooperative Bank
A00818,02413001131464,P00120,Mock Union Bank
A00819,43778055922770,P00363,Synthetic Cooperative Bank
A00820,49769799872569,P00845,Sample Trust Bank
A00821,41135076499672,P01294,Sample Trust Bank
A00822,33968007119475,P01411,Fictional National Bank
A00823,52201127042259,P01312,Synthetic Cooperative Bank
A00824,23814331616697,P00461,Mock Union Bank
A00825,69707119895111,P01355,Mock Union Bank
A00826,72390371558602,P00979,Sample Trust Bank
A00827,36245884693714,P00592,Sample Trust Bank
A00828,75080571178444,P01292,Fictional National Bank
A00829,74894244379366,P00119,Sample Trust Bank
A00830,44867118816182,P01912,Sample Trust Bank
A00831,34774967845273,P01432,Synthetic Cooperative Bank
A00832,18815675413545,P01283,Mock Union Bank
A00833,97079077045530,P01321,Fictional National Bank
A00834,31412725921298,P00143,Mock Union Bank
A00835,24055525177485,P00751,Sample Trust Bank
A00836,64243742822022,P00630,Fictional National Bank
A00837,06496072652014,P00542,Sample Trust Bank
A00838,96737250093219,P00827,Mock Union Bank
A00839,93205065069615,P00766,Mock Union Bank
A00840,52364941100208,P00536,Sample Trust Bank
A00841,04062321517519,P00974,Sample Trust Bank
A00842,29605865314342,P00935,Synthetic Cooperative Bank
A00843,04310772228749,P00065,Mock Union Bank
A00844,93674286017678,P01818,Sample Trust Bank
A00845,88011130529238,P01908,Synthetic Cooperative Bank
A00846,22377504480632,P00720,Mock Union Bank
A00847,96846041261655,P00547,Mock Union Bank
A00848,93399702146169,P00252,Fictional National Bank
A00849,61029654419043,P00611,Sample Trust Bank
A00850,02967050356237,P00920,Synthetic Cooperative Bank
A00851,46456048511990,P01961,Sample Trust Bank
A00852,63226791117851,P00629,Synthetic Cooperative Bank
A00853,27291694222925,P00689,Synthetic Cooperative Bank
A00854,18757617657224,P01092,Mock Union Bank
A00855,83660798334083,P01676,Synthetic Cooperative Bank
A00856,36159266866808,P00933,Fictional National Bank
A00857,56530002275093,P00951,Sample Trust Bank
A00858,04709280337142,P01314,Fictional National Bank
A00859,74727939226894,P00428,Mock Union Bank
A00860,76293369832407,P00509,Synthetic Cooperative Bank
A00861,81959816180980,P01589,Fictional National Bank
A00862,93362724452275,P00515,Mock Union Bank
A00863,73272221553250,P00264,Fictional National Bank
A00864,93297451165160,P00772,Sample Trust Bank
A00865,49513396605752,P00338,Sample Trust Bank
A00866,47118132072391,P00776,Fictional National Bank
A00867,65506369851676,P01073,Mock Union Bank
A00868,99196697602236,P00702,Mock Union Bank
A00869,99514370434249,P01966,Fictional National Bank
A00870,26317774422212,P01699,Mock Union Bank
A00871,19738190347317,P00255,Mock Union Bank
A00872,29583850833271,P00197,Fictional National Bank
A00873,35135634317191,P00585,Sample Trust Bank
A00874,35471543382541,P00452,Sample Trust Bank
A00875,89220682994580,P01594,Synthetic Cooperative Bank
A00876,45718691981625,P01853,Mock Union Bank
A00877,31453651338613,P01194,Sample Trust Bank
A00878,46161605433707,P00922,Synthetic Cooperative Bank
A00879,12747069531217,P00752,Mock Union Bank
A00880,69729672041862,P01708,Synthetic Cooperative Bank
A00881,16787586474019,P00130,Synthetic Cooperative Bank
A00882,53175504616143,P01275,Mock Union Bank
A00883,97267545769094,P00094,Fictional National Bank
A00884,50956360385528,P00504,Synthetic Cooperative Bank
A00885,32996783435859,P00374,Fictional National Bank
A00886,77638586922543,P01738,Sample Trust Bank
A00887,36628711716535,P01382,Mock Union Bank
A00888,39450698958294,P00688,Sample Trust Bank
A00889,09972855417939,P00461,Mock Union Bank
A00890,14914215440967,P01818,Sample Trust Bank
A00891,28574040527703,P00286,Mock Union Bank
A00892,76630779975109,P00492,Fictional National Bank
A00893,51940723461504,P00776,Fictional National Bank
A00894,17082922092513,P01423,Fictional National Bank
A00895,95011474729905,P00010,Mock Union Bank
A00896,37839049757456,P00633,Mock Union Bank
A00897,63333884651903,P00556,Mock Union Bank
A00898,08241301606449,P01122,Fictional National Bank
A00899,93417733430718,P00397,Synthetic Cooperative Bank
A00900,18216063923186,P01658,Sample Trust Bank
A00901,81108023883697,P01984,Fictional National Bank
A00902,25795356441193,P01533,Mock Union Bank
A00903,72863996240238,P00571,Mock Union Bank
A00904,20317591450909,P01934,Fictional National Bank
A00905,95728693953910,P01307,Sample Trust Bank
A00906,73338276534802,P01697,Mock Union Bank
A00907,68992385855201,P01151,Fictional National Bank
A00908,15444847920740,P01357,Mock Union Bank
A00909,87032217759902,P00203,Mock Union Bank
A00910,98391032041037,P01549,Synthetic Cooperative Bank
A00911,10297295755126,P01011,Synthetic Cooperative Bank
A00912,07963302251766,P00918,Sample Trust Bank
A00913,99212746213345,P01665,Mock Union Bank
A00914,95656219295909,P01122,Mock Union Bank
A00915,14753763782564,P01745,Mock Union Bank
A00916,47669557705186,P01086,Mock Union Bank
A00917,06799645115905,P01879,Synthetic Cooperative Bank
A00918,56870426469795,P01742,Fictional National Bank
A00919,80466063828504,P01692,Fictional National Bank
A00920,75020922521238,P00823,Fictional National Bank
A00921,44627635148749,P00341,Sample Trust Bank
A00922,51295458938533,P01259,Mock Union Bank
A00923,49999169535952,P00993,Synthetic Cooperative Bank
A00924,75120901817497,P01099,Synthetic Cooperative Bank
A00925,11496336098910,P01524,Mock Union Bank
A00926,45961974005975,P01335,Synthetic Cooperative Bank
A00927,45942104208418,P00512,Synthetic Cooperative Bank
A00928,65490787255054,P01090,Fictional National Bank
A00929,19093757707960,P00661,Sample Trust Bank
A00930,69413512848369,P00182,Mock Union Bank
A00931,59582770699226,P01957,Fictional National Bank
A00932,69490608276100,P01638,Synthetic Cooperative Bank
A00933,51209459691573,P01422,Mock Union Bank
A00934,38563375984913,P01202,Sample Trust Bank
A00935,87018811133795,P01775,Synthetic Cooperative Bank
A00936,14324170712787,P00411,Sample Trust Bank
A00937,87908132208220,P00468,Mock Union Bank
A00938,43519788164957,P00553,Fictional National Bank
A00939,04259900284224,P01599,Fictional National Bank
A00940,18313774340305,P00989,Sample Trust Bank
A00941,51733358136822,P01147,Fictional National Bank
A00942,52979685462116,P00162,Sample Trust Bank
A00943,06208212407664,P00018,Mock Union Bank
A00944,36292135011344,P01332,Sample Trust Bank
A00945,95092918489945,P01082,Mock Union Bank
A00946,94972547204744,P01333,Synthetic Cooperative Bank
A00947,75639490465144,P01355,Mock Union Bank
A00948,57481452528886,P00598,Mock Union Bank
A00949,08930431784213,P00746,Fictional National Bank
A00950,69975483937772,P00441,Sample Trust Bank
A00951,54224125038341,P01470,Synthetic Cooperative Bank
A00952,22372074197537,P00564,Fictional National Bank
A00953,06323998877335,P01883,Synthetic Cooperative Bank
A00954,08583755826321,P00190,Mock Union Bank
A00955,51088589981811,P01593,Mock Union Bank
A00956,17834206433955,P00355,Synthetic Cooperative Bank
A00957,33497197204093,P01616,Synthetic Cooperative Bank
A00958,43009173163324,P00570,Synthetic Cooperative Bank
A00959,87244783907121,P00009,Synthetic Cooperative Bank
A00960,98969102419827,P00723,Synthetic Cooperative Bank
A00961,49520769915283,P01993,Fictional National Bank
A00962,97789516650180,P00179,Fictional National Bank
A00963,40277601231625,P00736,Sample Trust Bank
A00964,00036685743973,P00728,Mock Union Bank
A00965,71845816302129,P01709,Fictional National Bank
A00966,36372511298031,P01070,Fictional National Bank
A00967,23705067482522,P00302,Synthetic Cooperative Bank
A00968,65476316914559,P00642,Fictional National Bank
A00969,53542372466762,P00408,Synthetic Cooperative Bank
A00970,76174790455224,P00805,Synthetic Cooperative Bank
A00971,59642549780643,P01381,Sample Trust Bank
A00972,60348973116015,P00164,Sample Trust Bank
A00973,39952115424015,P01687,Fictional National Bank
A00974,43790868088358,P01351,Mock Union Bank
A00975,83645487597997,P01778,Mock Union Bank
A00976,42904368275684,P00257,Sample Trust Bank
A00977,85078672530815,P01766,Fictional National Bank
A00978,67894511932467,P01086,Fictional National Bank
A00979,99927523710029,P01289,Mock Union Bank
A00980,63518757053209,P01733,Synthetic Cooperative Bank
A00981,30144641972941,P00741,Fictional National Bank
A00982,75806932894011,P00417,Sample Trust Bank
A00983,30370971846790,P00155,Sample Trust Bank
A00984,37316927592746,P00941,Fictional National Bank
A00985,06977400970183,P00166,Synthetic Cooperative Bank
A00986,66180610853700,P00731,Sample Trust Bank
A00987,01022212683905,P00124,Fictional National Bank
A00988,01181693491067,P01685,Sample Trust Bank
A00989,71014941163282,P01232,Synthetic Cooperative Bank
A00990,96429586167211,P00717,Sample Trust Bank
A00991,25449655024218,P00042,Synthetic Cooperative Bank
A00992,48057595024242,P01826,Sample Trust Bank
A00993,52317548771320,P00426,Synthetic Cooperative Bank
A00994,13920318676744,P00035,Synthetic Cooperative Bank
A00995,78073900496309,P00348,Sample Trust Bank
A00996,76296029649910,P00823,Mock Union Bank
A00997,71649545844657,P01577,Sample Trust Bank
A00998,13715342789328,P01432,Sample Trust Bank
A00999,22766548427494,P01532,Sample Trust Bank
A01000,54030021436659,P01373,Mock Union Bank
A01001,38823234533566,P00709,Synthetic Cooperative Bank
A01002,89657549203980,P01971,Fictional National Bank
A01003,76191577014111,P00399,Mock Union Bank
A01004,81623153942811,P01494,Mock Union Bank
A01005,65091639750579,P01090,Synthetic Cooperative Bank
A01006,51098100944300,P00232,Synthetic Cooperative Bank
A01007,32065694276380,P00909,Synthetic Cooperative Bank
A01008,32676311431075,P00752,Synthetic Cooperative Bank
A01009,87141426429306,P01714,Mock Union Bank
A01010,14383816742895,P01456,Mock Union Bank
A01011,58474389475289,P01739,Sample Trust Bank
A01012,24597989822455,P01595,Mock Union Bank
A01013,42100149961177,P00055,Mock Union Bank
A01014,53905798662692,P01593,Synthetic Cooperative Bank
A01015,53002553952563,P00464,Sample Trust Bank
A01016,73125245870131,P01680,Fictional National Bank
A01017,51733583624921,P00124,Mock Union Bank
A01018,69443878717135,P00171,Synthetic Cooperative Bank
A01019,89105482562739,P00690,Sample Trust Bank
A01020,33161209928687,P01564,Mock Union Bank
A01021,77515367209750,P00299,Sample Trust Bank
A01022,91285685944164,P00741,Synthetic Cooperative Bank
A01023,11568540262180,P00407,Sample Trust Bank
A01024,03632351852291,P01431,Sample Trust Bank
A01025,61307398714845,P01635,Mock Union Bank
A01026,30074577741465,P00602,Fictional National Bank
A01027,16332533630575,P00996,Sample Trust Bank
A01028,66070250766606,P01373,Mock Union Bank
A01029,52610689655326,P00041,Mock Union Bank
A01030,14124043968483,P00985,Mock Union Bank
A01031,60001820871638,P01165,Fictional National Bank
A01032,92719189938198,P01184,Sample Trust Bank
A01033,21650181757601,P01746,Fictional National Bank
A01034,67522624915289,P01928,Synthetic Cooperative Bank
A01035,16651773131974,P00328,Synthetic Cooperative Bank
A01036,52762559376511,P00223,Synthetic Cooperative Bank
A01037,65163917271548,P00630,Synthetic Cooperative Bank
A01038,81341350334607,P00814,Mock Union Bank
A01039,68757446544821,P01984,Sample Trust Bank
A01040,82125588774050,P00430,Synthetic Cooperative Bank
A01041,51346508656996,P01531,Synthetic Cooperative Bank
A01042,44771341253834,P01091,Fictional National Bank
A01043,57299766562067,P00053,Fictional National Bank
A01044,93367774410843,P01730,Sample Trust Bank
A01045,18200340935827,P01797,Fictional National Bank
A01046,73203106664651,P01831,Mock Union Bank
A01047,87978884587957,P00939,Sample Trust Bank
A01048,49179461906923,P00168,Mock Union Bank
A01049,83278668689984,P00190,Synthetic Cooperative Bank
A01050,32650305241142,P00038,Fictional National Bank
A01051,65133529495760,P01464,Synthetic Cooperative Bank
A01052,96108492970453,P01423,Sample Trust Bank
A01053,61297676213545,P01085,Sample Trust Bank
A01054,43153834899531,P01496,Synthetic Cooperative Bank
A01055,00859040024170,P01736,Synthetic Cooperative Bank
A01056,42373313424147,P00794,Fictional National Bank
A01057,97621779429210,P01597,Fictional National Bank
A01058,74821517507963,P00982,Fictional National Bank
A01059,40496196519662,P00443,Sample Trust Bank
A01060,57065868623785,P00181,Sample Trust Bank
A01061,71219993917670,P00916,Sample Trust Bank
A01062,02279624452784,P01272,Synthetic Cooperative Bank
A01063,03987806465949,P00001,Fictional National Bank
A01064,86849874932039,P01314,Synthetic Cooperative Bank
A01065,86870375578545,P00327,Sample Trust Bank
A01066,65309246430813,P01408,Synthetic Cooperative Bank
A01067,57504122664350,P00293,Mock Union Bank
A01068,55731492662247,P01671,Sample Trust Bank
A01069,38280710024588,P00847,Sample Trust Bank
A01070,79399697933933,P00537,Synthetic Cooperative Bank
A01071,87688386898258,P01443,Fictional National Bank
A01072,38681652235079,P01918,Synthetic Cooperative Bank
A01073,73521998068496,P00948,Fictional National Bank
A01074,34299508672266,P01331,Synthetic Cooperative Bank
A01075,07677786739718,P01067,Fictional National Bank
A01076,05974689933053,P01966,Sample Trust Bank
A01077,62426103324877,P00550,Synthetic Cooperative Bank
A01078,18849198661329,P00765,Mock Union Bank
A01079,35724763985726,P00046,Mock Union Bank
A01080,72843858009998,P00066,Sample Trust Bank
A01081,92450514904873,P00859,Mock Union Bank
A01082,75434536499610,P01438,Sample Trust Bank
A01083,99772222646153,P00991,Synthetic Cooperative Bank
A01084,02702750769769,P01896,Synthetic Cooperative Bank
A01085,05145386901681,P01709,Synthetic Cooperative Bank
A01086,07500069915585,P01517,Synthetic Cooperative Bank
A01087,22445565232214,P01729,Mock Union Bank
A01088,13999517699330,P00548,Synthetic Cooperative Bank
A01089,56959070569510,P01102,Sample Trust Bank
A01090,36112874081173,P01641,Fictional National Bank
A01091,99382145287899,P01372,Sample Trust Bank
A01092,93028405218505,P00261,Sample Trust Bank
A01093,83191260485896,P01724,Mock Union Bank
A01094,81844093865471,P00516,Synthetic Cooperative Bank
A01095,05487487056623,P01802,Fictional National Bank
A01096,05609446150123,P01710,Mock Union Bank
A01097,65660505908557,P00102,Sample Trust Bank
A01098,89379391947437,P00650,Synthetic Cooperative Bank
A01099,90352196091027,P01748,Sample Trust Bank
A01100,47142432111902,P01807,Sample Trust Bank
A01101,23773813309831,P01294,Mock Union Bank
A01102,23780346332874,P00730,Synthetic Cooperative Bank
A01103,65686680580005,P01599,Mock Union Bank
A01104,38157501543857,P01834,Fictional National Bank
A01105,07794914881514,P01118,Mock Union Bank
A01106,19954171006562,P00845,Sample Trust Bank
A01107,88545536377665,P00768,Mock Union Bank
A01108,02344238162266,P01235,Mock Union Bank
A01109,49186146288363,P01015,Mock Union Bank
A01110,05331513135611,P01073,Sample Trust Bank
A01111,27847344793722,P01785,Synthetic Cooperative Bank
A01112,17619682258858,P01532,Mock Union Bank
A01113,13574087474073,P01320,Sample Trust Bank
A01114,61756577990618,P00296,Synthetic Cooperative Bank
A01115,42511809545519,P01476,Synthetic Cooperative Bank
A01116,52863484016170,P00567,Sample Trust Bank
A01117,14453375201569,P00493,Fictional National Bank
A01118,16415733768409,P00542,Fictional National Bank
A01119,17810907195714,P00398,Mock Union Bank
A01120,95149558387368,P00198,Fictional National Bank
A01121,72966180843881,P01909,Sample Trust Bank
A01122,48272309907046,P01652,Mock Union Bank
A01123,03006045199081,P00490,Sample Trust Bank
A01124,00276327223736,P00452,Mock Union Bank
A01125,32605904735352,P00117,Synthetic Cooperative Bank
A01126,54930539734513,P00825,Mock Union Bank
A01127,96426060098972,P01613,Sample Trust Bank
A01128,05143164119913,P00500,Sample Trust Bank
A01129,40254260062892,P00726,Synthetic Cooperative Bank
A01130,43579938959458,P00373,Synthetic Cooperative Bank
A01131,17475294977565,P00305,Mock Union Bank
A01132,88956383676657,P00199,Fictional National Bank
A01133,01221338753421,P00415,Mock Union Bank
A01134,83545749883968,P00564,Synthetic Cooperative Bank
A01135,25254309353521,P01123,Mock Union Bank
A01136,34660689924715,P00125,Sample Trust Bank
A01137,61080103022123,P01553,Mock Union Bank
A01138,12169832328541,P01919,Mock Union Bank
A01139,26326214453715,P01952,Fictional National Bank
A01140,19678778801159,P00523,Fictional National Bank
